case_id,eia_id,p_state,p_county,ylat,xlong,p_name,p_year,p_tech_pri,p_cap_ac,p_cap_dc,p_type,utility_name
1,1,AK,Aleutians East,55.339722,-160.497222,Sand Point,2011,WIND,1.0,,wind farm,"Sand Point Generating, LLC"
90,90,AK,Nome,64.505331,-165.429814,Snake River,2013,WIND,1.8,,wind farm,Nome Joint Utility Systems
508,508,CO,Prowers,38.033327,-102.537915,Lamar Plant,2004,WIND,6.0,,wind farm,City of Lamar - (CO)
944,944,IL,Henry,41.451494,-90.148547,Geneseo,2009,WIND,3.0,,wind farm,City of Geneseo - (IL)
1172,1172,IA,Mitchell,43.279722,-92.810556,Osage (IA),2009,WIND,1.6,,wind farm,City of Osage - (IA)
1998,1998,MN,Cottonwood,43.9405,-94.9434,Mountain Lake,2007,WIND,1.2,,wind farm,City of Mountain Lake - (MN)
2022,2022,MN,Kandiyohi,45.121705,-95.053236,Willmar,2009,WIND,4.0,,wind farm,Willmar Municipal Utilities
2024,2024,MN,Nobles,43.63349,-95.609234,Worthington,2002,WIND,5.6,,wind farm,City of Worthington - (MN)
6304,6304,AK,NORTHWEST ARCTIC,66.837778,-162.556944,Kotzebue Hybrid,1997,WIND,3.3,,wind farm,Kotzebue Electric Assn Inc
7381,7381,VT,Bennington,42.8625,-72.9628,Searsburg Wind Turbine,1997,WIND,6.0,,wind farm,Green Mountain Power Corp
7501,7501,MA,Worcester,42.4789,-71.9,Princeton Wind Farm,2010,WIND,3.0,,wind farm,Town of Princeton - (MA)
7526,7526,CA,Solano,38.116415,-121.769031,Solano Wind,2006,WIND,300.5,,wind farm,Sacramento Municipal Util Dist
7771,7771,NE,Keya Paha,42.82579,-99.777467,Springview,2011,WIND,3.0,,wind farm,Bluestem LLC
7855,7855,MN,Clay,46.895,-96.7347,Moorhead Wind Turbine,1999,WIND,1.4,,wind farm,City of Moorhead - (MN)
7886,7886,WI,Kewaunee,44.6694,-87.6333,Wind Turbine,1999,WIND,11.0,,wind farm,Madison Gas & Electric Co
7927,7927,TN,Anderson,36.120994,-84.338733,Buffalo Mountain,2000,WIND,1.8,,wind farm,Tennessee Valley Authority
7936,7936,WA,Benton,46.0958,-119.0964,Nine Canyon,2002,WIND,95.9,,wind farm,Energy Northwest
7966,7966,IA,Kossuth,43.034722,-94.140556,Iowa Distributed Wind Generation Project,2000,WIND,2.3,,wind farm,City of Algona - (IA)
10005,10005,CA,Merced,37.0478,-121.1708,Dinosaur Point,1988,WIND,17.4,,wind farm,International Turbine Res Inc
10191,10191,CA,Kern,35.060556,-118.389722,Tehachapi Wind Resource I,1984,WIND,8.7,,wind farm,CalWind Resources Inc
10586,10586,CA,Kern,35.075,-118.3158,Cameron Ridge LLC,1984,WIND,59.6,,wind farm,Terra-Gen Operating Co-Wind
10597,10597,CA,Kern,35.0697,-118.3167,Ridgetop Energy LLC,1984,WIND,29.0,,wind farm,Terra-Gen Operating Co-Wind
10718,10718,CA,Riverside,33.92194,-116.56222,Karen Avenue Wind Farm,1985,WIND,11.7,,wind farm,San Gorgonio Farms Inc
10823,10823,MA,Suffolk,42.353333,-70.962778,Deer Island Treatment Plant,2009,WIND,1.2,,wind farm,Massachusetts Wtr Rauth-Deer I
50281,50281,CA,Riverside,33.926111,-116.615,San Gorgonio Farms Wind Farm,1983,WIND,31.0,,wind farm,San Gorgonio Farms Inc
50532,50532,CA,Kern,35.0686,-118.3833,Victory Garden (Tehachapi),1981,WIND,26.1,,wind farm,Wind Stream Operations LLC
50533,50533,CA,Riverside,33.9369,-116.6183,Painted Hills Wind Park,2021,WIND,46.8,,wind farm,Terra-Gen Operating Co-Wind
50535,50535,CA,Riverside,33.9461,-116.6769,Mesa Wind Power LLC,1984,WIND,33.6,,wind farm,Brookfield Renewable Trading and Marketing LP
50536,50536,CA,Kern,35.2608,-118.2469,Sky River Wind Energy Center,2021,WIND,60.2,,wind farm,Sky River Wind LLC
50552,50552,CA,Riverside,33.914986,-116.71026,Salka Cabazon Wind,1999,WIND,38.9,,wind farm,Salka Cabazon Wind LLC
50553,50553,CA,Riverside,33.881667,-116.460278,Edom Hills Project 1 LLC,2008,WIND,20.0,,wind farm,Edom Hills Project 1 LLC
50690,50690,CA,Riverside,33.934,-116.5781,San Gorgonio Westwinds II LLC,1999,WIND,43.4,,wind farm,Terra-Gen Operating Co-Wind
50754,50754,CA,Kern,35.043889,-118.276388,Oak Creek Energy Systems I,1982,WIND,34.5,,wind farm,Terra-Gen Operating Co-Wind
50820,50820,CA,Riverside,33.890913,-116.541515,East Winds Project,1985,WIND,3.0,,wind farm,Terra-Gen Operating Co-Wind
50821,50821,CA,Kern,35.045,-118.2642,Mojave 16/17/18,1989,WIND,88.5,,wind farm,Terra-Gen Operating Co-Wind
52142,52142,CA,Kern,35.0506,-118.2572,Mojave 3/4/5,1990,WIND,75.0,,wind farm,Terra-Gen Operating Co-Wind
52162,52162,CA,Kern,35.095797,-118.324772,85 A,2021,WIND,21.3,,wind farm,Wind Wall 1 LLC
52163,52163,CA,Kern,35.102577,-118.332533,85 B,2021,WIND,25.2,,wind farm,Wind Wall 1 LLC
54298,54298,CA,Kern,35.0583,-118.3417,Coram Energy LLC (ECT),2005,WIND,7.5,,wind farm,Nextera Energy Resources
54299,54299,CA,Kern,35.075,-118.3417,Coram Energy LLC,2005,WIND,3.0,,wind farm,Nextera Energy Resources
54300,54300,CA,Kern,35.0583,-118.3083,Coram Energy LLC (4.5MW),1985,WIND,4.6,,wind farm,Nextera Energy Resources
54453,54453,CA,Solano,38.1167,-121.8333,EDF Renewable Windfarm V Inc,1990,WIND,15.5,,wind farm,"EDF Renewable Asset Holdings, Inc."
54454,54454,CA,Riverside,33.918395,-116.573906,San Gorgonio Windplant WPP1993,2011,WIND,49.5,,wind farm,"FPL Energy Operating Services, Inc."
54647,54647,CA,Kern,35.05,-118.2572,TPC Windfarms LLC,1986,WIND,28.7,,wind farm,Terra-Gen Operating Co-Wind
54686,54686,CA,Kern,35.0506,-118.1714,Difwind Farms Ltd VI,1987,WIND,27.1,,wind farm,Terra-Gen Operating Co-Wind
54750,54750,CA,Kern,35.0663,-118.339444,Coram Tehachapi,1992,WIND,6.5,,wind farm,Nextera Energy Resources
54793,54793,IA,Buena Vista,42.6878,-95.405,Storm Lake 1,1999,WIND,113.9,,wind farm,ALLETE Clean Energy
54909,54909,CA,Kern,35.1061,-118.3114,Tehachapi Wind Resource II,1997,WIND,21.9,,wind farm,CalWind Resources Inc
54931,54931,CA,Kern,35.074,-118.3153,Ridgetop,1994,WIND,46.8,,wind farm,Terra-Gen Operating Co-Wind
54979,54979,TX,Howard,32.2075,-101.388333,Big Spring Wind Power Facility,1998,WIND,34.3,,wind farm,Terra-Gen Operating Co-Wind
55125,55125,OR,Umatilla,45.936157,-118.65999,Vansycle,1998,WIND,25.0,,wind farm,ESI Vansycle Partners LP
55208,55208,MN,Lincoln,44.2917,-96.375,Lake Benton I,1998,WIND,107.2,,wind farm,ALLETE Clean Energy
55265,55265,MN,Pipestone,44.129369,-96.116971,Lake Benton II,1999,WIND,100.2,,wind farm,Northern States Power Co - Minnesota
55287,55287,IA,Buena Vista,42.8417,-95.405,Storm Lake II,1999,WIND,80.2,,wind farm,ALLETE Clean Energy
55339,55339,CA,Riverside,33.916667,-116.55,Phoenix Wind Power LLC,1999,WIND,2.1,,wind farm,Avangrid Power LLC
55342,55342,MN,Pipestone,43.985833,-96.078611,Woodstock Windfarm,1999,WIND,9.2,,wind farm,Consolidated Edison Development Inc.
55353,55353,MN,Lincoln,44.39956,-96.428367,Lakota Ridge LLC,1999,WIND,11.2,,wind farm,"Lakota Ridge, LLC (Longroad)"
55354,55354,MN,Lincoln,44.421711,-96.434694,Shaokatan Hills LLC,1999,WIND,11.8,,wind farm,"Shaokatan Hills, LLC (Longroad)"
55560,55560,WA,Walla Walla,46.06,-118.917,FPL Energy Vansycle LLC (WA),2001,WIND,176.9,,wind farm,FPL Energy Vansycle LLC
55561,55561,MN,Lincoln,44.42,-96.4347,Tsar Nicholas LLC,2001,WIND,1.9,,wind farm,CHI Operations Inc
55562,55562,MN,Lincoln,44.4289,-96.4358,Sun River LLC,2001,WIND,1.9,,wind farm,CHI Operations Inc
55563,55563,MN,Lincoln,44.4231,-96.4458,Julia Hills LLC,2001,WIND,1.9,,wind farm,CHI Operations Inc
55564,55564,MN,Lincoln,44.4278,-96.43,Jessica Mills LLC,2001,WIND,1.9,,wind farm,CHI Operations Inc
55565,55565,MN,Lincoln,44.4233,-96.4411,Jack River LLC,2001,WIND,1.9,,wind farm,CHI Operations Inc
55566,55566,MN,Lincoln,44.4131,-96.4325,Autumn Hills LLC,2001,WIND,1.9,,wind farm,CHI Operations Inc
55567,55567,MN,Lincoln,44.2081,-96.1989,Winters Spawn LLC,2001,WIND,1.9,,wind farm,CHI Operations Inc
55568,55568,MN,Lincoln,44.2258,-96.2789,Twin Lake Hills LLC,2000,WIND,1.9,,wind farm,CHI Operations Inc
55569,55569,MN,Lincoln,44.2358,-96.2383,Spartan Hills LLC,2001,WIND,1.9,,wind farm,CHI Operations Inc
55570,55570,MN,Lincoln,44.2364,-96.2331,Soliloquoy Ridge LLC,2001,WIND,1.9,,wind farm,CHI Operations Inc
55571,55571,MN,Lincoln,44.2128,-96.2131,Ruthton Ridge LLC,2001,WIND,1.9,,wind farm,CHI Operations Inc
55572,55572,MN,Lincoln,44.2275,-96.2192,Hope Creek LLC,2001,WIND,1.9,,wind farm,CHI Operations Inc
55573,55573,MN,Lincoln,44.2253,-96.235,Hadley Ridge LLC,2000,WIND,1.9,,wind farm,CHI Operations Inc
55574,55574,MN,Lincoln,44.2297,-96.225,Florence Hills LLC,2001,WIND,1.9,,wind farm,CHI Operations Inc
55576,55576,MN,Clay,47.0053,-96.4356,Agassiz Beach LLC,2001,WIND,1.9,,wind farm,CHI Operations Inc
55579,55579,TX,Carson,35.4677,-101.2533,Llano Estacado Wind Ranch,2001,WIND,80.0,,wind farm,Llano Estacado Wind Ranch
55581,55581,TX,Upton,31.2092,-102.2417,King Mountain Wind Ranch 1,2001,WIND,278.0,,wind farm,FPL Energy Upton Wind LP
55719,55719,CA,Riverside,33.9211,-116.5642,Mountain View I & II,2022,WIND,70.9,,wind farm,AES Distributed Energy
55734,55734,KS,Gray,37.613256,-100.378197,Gray County Wind Energy,2001,WIND,112.2,,wind farm,Gray County Wind Energy LLC
55739,55739,OR,Gilliam,45.2766,-120.2794,Condon Windpower LLC,2001,WIND,49.8,,wind farm,ALLETE Clean Energy
55741,55741,CO,Logan,40.945911,-103.162028,Ridge Crest Wind Partners,2001,WIND,29.7,,wind farm,Terra-Gen Operating Co-Wind
55742,55742,WI,Iowa,42.9625,-90.386667,Montfort Wind Energy Center,2002,WIND,30.0,,wind farm,Wisconsin Electric Power Co
55747,55747,TX,Pecos,30.931467,-102.201433,NWP Indian Mesa Wind Farm,2001,WIND,82.5,,wind farm,NWP Indian Mesa Wind Farm LP
55769,55769,NY,Madison,42.894722,-75.451666,Madison Windpower LLC,2000,WIND,11.5,,wind farm,Madison Windpower LLC
55782,55782,MN,Nobles,43.754739,-95.853447,Noble Ridge LLC,2001,WIND,1.5,,wind farm,RENEW Energy Inc
55790,55790,NY,Madison,42.988989,-75.762536,Fenner Wind,2001,WIND,30.0,,wind farm,CHI Energy Inc
55795,55795,TX,Pecos,30.9514,-102.414067,Woodward Mountain II,2001,WIND,78.0,,wind farm,Pecos Wind II LP
55796,55796,TX,Pecos,30.9514,-102.414067,Woodward Mountain I,2001,WIND,82.0,,wind farm,Pecos Wind I LP
55803,55803,PA,Somerset,39.979167,-79.012778,Somerset Windpower LLC,2001,WIND,9.0,,wind farm,"Sequitur Renewables, LLC"
55804,55804,IA,Worth,43.3833,-93.4167,"Old Gold Energy Center, LLC",2001,WIND,80.0,,wind farm,"Old Gold Energy Center, LLC"
55805,55805,PA,Somerset,39.913408,-79.393644,Mill Run Windpower LLC,2001,WIND,15.0,,wind farm,"Sequitur Renewables, LLC"
55809,55809,MN,Pipestone,44.0119,-96.1125,Kas Brothers Windfarm,2001,WIND,1.5,,wind farm,Kas Brothers Windfarm LLC
55816,55816,IA,Cerro Gordo,43.047222,-93.4775,Hawkeye Power Partners LLC,1999,WIND,42.0,,wind farm,Hawkeye Power Partners LLC
55871,55871,OR,Sherman,45.5563,-120.5507,Klondike Wind Power,2002,WIND,24.5,,wind farm,Avangrid Power LLC
55968,55968,TX,Nolan,32.4301,-100.235652,Trent Wind Farm,2001,WIND,152.0,,wind farm,Trent Wind Farm LLC
55986,55986,WV,Tucker,39.1828,-79.5372,Mountaineer Wind Energy Center,2002,WIND,66.0,,wind farm,"Sequitur Renewables, LLC"
55989,55989,OR,Umatilla,46.01279,-118.816246,FPL Energy Vansycle LLC (OR),2001,WIND,122.8,,wind farm,FPL Energy Vansycle LLC
55992,55992,TX,Pecos,30.9178,-102.0867,Desert Sky,2002,WIND,167.7,,wind farm,Desert Sky Wind Farm LP
55995,55995,ND,Ward,48.021271,-101.280517,Minot Wind Project,2009,WIND,4.5,,wind farm,Basin Electric Power Coop
56001,56001,PA,Wayne,41.5533,-75.4542,Waymart Wind,2003,WIND,64.5,,wind farm,"Sequitur Renewables, LLC"
56002,56002,MN,Rock,43.5564,-96.303611,Minwind,2002,WIND,3.8,,wind farm,"Community Renewables, LLC"
56010,56010,IA,Hancock,43.052758,-93.629956,Hancock County Wind Energy Center,2002,WIND,98.0,,wind farm,"FPL Energy Hancock County Wind, LLC"
56011,56011,CA,Riverside,33.9172,-116.735,Cabazon Wind Partners,2002,WIND,41.0,,wind farm,Shell Wind Energy Inc.
56012,56012,CA,Riverside,33.925,-116.617778,Whitewater Hill Wind Partners,2002,WIND,61.5,,wind farm,Shell Wind Energy Inc.
56052,56052,PA,Somerset,39.790739,-79.002047,"Meyersdale Windpower, LLC",2003,WIND,30.0,,wind farm,"Sequitur Renewables, LLC"
56054,56054,MN,Dodge,43.978486,-92.851078,G McNeilus Wind Farm Dodge Center,2002,WIND,43.0,,wind farm,Justin McNeilus
56075,56075,CA,Solano,38.1381,-121.8053,High Winds LLC,2003,WIND,162.0,,wind farm,"FPLE High Winds, LLC"
56081,56081,OK,Comanche,34.850781,-98.577311,Blue Canyon Windpower,2003,WIND,74.3,,wind farm,Blue Canyon Windpower LLC
56092,56092,SD,Hyde,44.5492,-99.5,South Dakota Wind Energy Cente,2003,WIND,40.5,,wind farm,FPL Energy South Dakota Wind LLC
56093,56093,WY,Uinta,41.2874,-110.5556,TransAlta Wyoming Wind,2003,WIND,144.0,,wind farm,TransAlta Wyoming Wind LLC
56094,56094,OK,Woodward,36.603967,-99.340047,Oklahoma Wind Energy Center,2003,WIND,102.0,,wind farm,FPL Energy Oklahoma Wind LLC
56097,56097,NM,Quay,34.63566,-104.04733,New Mexico Wind Energy Center,2003,WIND,204.0,,wind farm,FPL Energy New Mexico Wind LLC
56099,56099,ND,LaMoure,46.327169,-98.898356,FPL Energy North Dakota Wind I/II,2003,WIND,61.5,,wind farm,FPL Energy North Dakota Wind LLC
56106,56106,NE,Kimball,41.2736,-103.6983,Kimball Wind,2018,WIND,30.0,,wind farm,"Kimball Wind, LLC"
56111,56111,TX,Scurry,32.94793,-101.147784,Brazos Wind Farm,2003,WIND,182.4,,wind farm,Shell Wind Energy Inc.
56112,56112,CA,Riverside,33.9141,-116.5914,Mountain View III,2003,WIND,22.4,,wind farm,Avangrid Power LLC
56160,56160,IL,Lee,41.7194,-89.0492,"Mendota Hills, LLC",2003,WIND,76.2,,wind farm,"Leeward Asset Management, LLC"
56162,56162,NE,Brown,42.4489,-99.8917,Ainsworth Wind,2005,WIND,59.4,,wind farm,Nebraska Public Power District
56172,56172,IA,Dickinson,43.3897,-95.2997,Flying Cloud Power Partners LLC,2003,WIND,43.5,,wind farm,Avangrid Power LLC
56173,56173,CO,Prowers,37.7033,-102.6231,Colorado Green Holdings LLC,2003,WIND,162.0,,wind farm,Avangrid Power LLC
56174,56174,MN,Pipestone,44.0667,-96.0667,Moraine Wind LLC,2003,WIND,51.0,,wind farm,Avangrid Power LLC
56195,56195,OR,Umatilla,45.943,-118.591,Combine Hills I,2003,WIND,43.0,,wind farm,Eurus Combine Hills I LLC
56199,56199,MN,Pipestone,43.9897,-96.2236,TG Windfarm LLC,2003,WIND,2.0,,wind farm,TG Windfarm LLC
56200,56200,MN,Pipestone,43.9931,-96.2186,CG Windfarm LLC,2003,WIND,2.0,,wind farm,CG Windfarm LLC
56201,56201,MN,Pipestone,43.984444,-96.219444,Bisson Windfarm LLC,2003,WIND,2.0,,wind farm,Bisson Windfarm LLC
56202,56202,MN,Pipestone,43.980278,-96.223333,Tofteland Windfarm LLC,2003,WIND,2.0,,wind farm,Tofteland Windfarm LLC
56203,56203,MN,Pipestone,43.988611,-96.215556,Westridge Windfarm LLC,2003,WIND,2.0,,wind farm,Westridge Windfarm LLC
56204,56204,MN,Pipestone,44.0364,-96.0736,Fey Windfarm LLC,2003,WIND,2.0,,wind farm,Fey Windfarm LLC
56205,56205,MN,Pipestone,44.0236,-96.0789,Windcurrent Farms LLC,2003,WIND,2.0,,wind farm,Windcurrent Farms LLC
56206,56206,MN,Pipestone,44.0197,-96.1183,K-Brink Windfarm LLC,2003,WIND,2.0,,wind farm,"K-brink Windfarm, LLC"
56207,56207,MN,Jackson,43.651389,-95.368611,DL Windy Acres LLC,2003,WIND,2.0,,wind farm,Brewster
56208,56208,MN,Jackson,43.651389,-95.3825,S&P Windfarm LLC,2003,WIND,2.0,,wind farm,Brewster
56209,56209,MN,Pipestone,44.05,-96.0933,Boeve Windfarm LLC,2003,WIND,2.0,,wind farm,Boeve Windfarm LLC
56210,56210,MN,Jackson,43.651389,-95.3755,B&K Energy Systems LLC,2003,WIND,2.0,,wind farm,Brewster
56211,56211,TX,Nolan,32.3606,-100.3389,Sweetwater Wind 1 LLC,2003,WIND,37.5,,wind farm,"Leeward Asset Management, LLC"
56212,56212,TX,Nolan,32.3472,-100.3703,Sweetwater Wind 2 LLC,2005,WIND,98.8,,wind farm,"Leeward Asset Management, LLC"
56215,56215,IA,Osceola,43.4,-95.6333,Allendorf,1998,WIND,5.8,,wind farm,E&E Enterprises LLC
56226,56226,OH,Wood,41.3786,-83.7383,Bowling Green Wind,2003,WIND,7.2,,wind farm,"American Mun Power-Ohio, Inc"
56240,56240,TX,Taylor,32.311556,-100.061589,Buffalo Gap Wind Farm,2006,WIND,120.6,,wind farm,AES Distributed Energy
56251,56251,IA,Buena Vista,42.5539,-95.3283,Intrepid,2004,WIND,175.5,,wind farm,MidAmerican Energy Co
56252,56252,IA,Hamilton,42.5644,-93.6369,Century,2005,WIND,201.2,,wind farm,MidAmerican Energy Co
56255,56255,WA,Columbia,46.4211,-117.8331,Hopkins Ridge Wind,2005,WIND,156.6,,wind farm,Puget Sound Energy Inc
56270,56270,TX,Taylor,32.303889,-100.021667,Callahan Divide Wind Energy Center,2005,WIND,114.0,,wind farm,"FPL Energy Callahan Wind, LLC"
56271,56271,CA,Alameda,37.763653,-121.614392,Diablo Winds LLC,2004,WIND,18.0,,wind farm,"Sequitur Renewables, LLC"
56273,56273,OK,Custer,35.5094,-98.7346,Weatherford Wind Energy Center,2005,WIND,147.0,,wind farm,"FPL Energy Weatherford, LLC"
56275,56275,CA,Kern,35.0925,-118.3952,Helzel & Schwarzhoff 86,1986,WIND,2.4,,wind farm,Wind Stream Operations LLC
56276,56276,CA,Kern,35.0772,-118.3811,ZCO,1985,WIND,1.6,,wind farm,Wind Stream Operations LLC
56290,56290,NY,Lewis,43.7853,-75.5753,Maple Ridge Wind Farm,2005,WIND,321.2,,wind farm,"Flat Rock Windpower, LLC"
56291,56291,TX,Taylor,32.214024,-100.05712,Horse Hollow Wind Energy Center,2005,WIND,735.5,,wind farm,FPL Energy Horse Hollow LLC
56293,56293,NM,Quay,34.980556,-103.353889,Caprock Wind Farm,2004,WIND,100.0,,wind farm,"Leeward Asset Management, LLC"
56295,56295,CA,San Diego,32.705556,-116.3425,Kumeyaay Wind,2005,WIND,50.0,,wind farm,"Leeward Asset Management, LLC"
56296,56296,MN,Martin,43.7938,-94.8499,Trimont Area Wind Farm,2005,WIND,100.5,,wind farm,Avangrid Power LLC
56297,56297,IL,Bureau,41.25,-89.5708,Crescent Ridge,2005,WIND,53.0,,wind farm,"Leeward Asset Management, LLC"
56299,56299,PA,Luzerne,41.235278,-75.753056,Wind Park Bear Creek,2006,WIND,24.0,,wind farm,"Leeward Asset Management, LLC"
56300,56300,NJ,Atlantic,39.382222,-74.4475,Jersey-Atlantic Wind Farm,2006,WIND,7.5,,wind farm,"Leeward Asset Management, LLC"
56301,56301,ID,Bonneville,43.4195,-111.8294,Wolverine Creek,2006,WIND,64.5,,wind farm,Invenergy Services LLC
56302,56302,CA,Kern,35.06094,-118.292406,Oasis Wind,2004,WIND,60.3,,wind farm,Terra-Gen Operating Co-Wind
56303,56303,KS,Butler,37.5797,-96.5503,Elk River Wind,2005,WIND,150.0,,wind farm,Avangrid Power LLC
56304,56304,NM,Roosevelt,33.9716,-103.8604,San Juan Mesa Wind Project LLC,2005,WIND,120.0,,wind farm,NRG Energy Gas & Wind Holdings Inc
56307,56307,MN,Mower,43.554778,-92.724139,Adams Wind Farm,2003,WIND,23.3,,wind farm,Consolidated Edison Development Inc.
56308,56308,ID,Gooding,42.858056,-114.949444,Fossil Gulch,2005,WIND,10.5,,wind farm,Greenbacker Renewable Energy Corporation
56311,56311,TX,Nolan,32.290833,-100.4219,Sweetwater Wind 3 LLC,2005,WIND,135.0,,wind farm,"Leeward Asset Management, LLC"
56320,56320,CO,Logan,40.983,-102.9647,Spring Canyon,2006,WIND,60.0,,wind farm,Invenergy Services LLC
56322,56322,WA,Kittitas,47.036269,-120.206494,Wild Horse,2006,WIND,272.6,,wind farm,Puget Sound Energy Inc
56335,56335,OK,Comanche,34.8661,-98.6056,Blue Canyon Windpower II,2005,WIND,151.4,,wind farm,Blue Canyon Windpower II LLC
56336,56336,NM,Guadalupe,34.8147,-105.0108,Aragonne Wind LLC,2006,WIND,235.0,,wind farm,"Leeward Asset Management, LLC"
56337,56337,TX,Nolan,32.3122,-100.5303,Sweetwater Wind 4 LLC,2007,WIND,241.0,,wind farm,"Leeward Asset Management, LLC"
56338,56338,IL,McLean,40.4792,-88.7989,High Trail Wind Farm LLC,2007,WIND,210.9,,wind farm,High Trail Wind Farm LLC
56347,56347,WI,Fond Du Lac,43.692647,-88.329742,Cedar Ridge,2008,WIND,67.7,,wind farm,Wisconsin Power & Light Co
56351,56351,KS,Ford,37.8641,-99.7528,Spearville,2006,WIND,148.5,,wind farm,Evergy Metro
56355,56355,IA,Franklin,42.630513,-93.206389,Whispering Willow Wind Farm - East,2009,WIND,199.7,,wind farm,Interstate Power and Light Co
56357,56357,ND,Burleigh,47.1167,-100.7333,FPL Energy Burleigh County Wind,2005,WIND,49.5,,wind farm,FPL Energy Burleigh County Wind LLC
56359,56359,OR,Sherman,45.571,-120.593,Klondike Windpower II,2005,WIND,75.0,,wind farm,Avangrid Power LLC
56360,56360,OR,Gilliam,45.652457,-120.209783,Leaning Juniper,2006,WIND,110.4,,wind farm,PacifiCorp
56361,56361,WA,Klickitat,45.8877,-120.2896,Big Horn Wind Project,2006,WIND,199.0,,wind farm,Avangrid Power LLC
56362,56362,CA,Solano,38.12,-121.85,Shiloh I Wind Project,2006,WIND,150.0,,wind farm,Avangrid Power LLC
56369,56369,PA,Somerset,39.85,-79.138,Casselman Wind Power Project,2007,WIND,34.5,,wind farm,Avangrid Power LLC
56371,56371,CO,Weld,40.8944,-104.0206,Cedar Creek Wind,2007,WIND,300.5,,wind farm,"Leeward Asset Management, LLC"
56372,56372,TX,Nolan,32.236944,-100.4833,Sweetwater Wind 5,2007,WIND,80.5,,wind farm,"Leeward Asset Management, LLC"
56376,56376,IL,Pike,39.6189,-90.8461,Pike County Wind Power,2005,WIND,1.7,,wind farm,Illinois Rural Electric Coop
56377,56377,MT,Wheatland,46.5725,-109.7531,Judith Gap Wind Energy Center,2005,WIND,135.0,,wind farm,Invenergy Services LLC
56378,56378,HI,Hawaii,18.9742,-155.6914,Pakini Nui Wind Farm,2007,WIND,21.0,,wind farm,Apollo Energy Corp
56379,56379,IA,Carroll,42.1169,-95.1292,Victory Wind Farm,2006,WIND,105.0,,wind farm,MidAmerican Energy Co
56380,56380,OK,Harper,36.637733,-99.601869,Centennial Wind Farm,2006,WIND,120.0,,wind farm,Oklahoma Gas & Electric Co
56383,56383,IA,Worth,43.3608,-93.2978,Northern Iowa Windpower II,2008,WIND,80.0,,wind farm,Avangrid Power LLC
56386,56386,IA,Worth,43.3597,-93.3208,Top of Iowa Windfarm III,2008,WIND,29.7,,wind farm,Madison Gas & Electric Co
56391,56391,WI,Fond Du Lac,43.8794,-88.2708,Blue Sky Green Field Wind Project,2008,WIND,145.2,,wind farm,Wisconsin Electric Power Co
56392,56392,ND,Oliver,47.152847,-101.197716,FPL Energy Oliver Wind I LLC,2006,WIND,50.6,,wind farm,FPL Energy Oliver County Wind
56394,56394,TX,Glasscock,32.039,-101.22,Forest Creek Wind Farm LLC,2006,WIND,124.2,,wind farm,"Big Sky Wind, LLC"
56395,56395,TX,Shackelford,32.6256,-99.4928,Mesquite Wind Power LLC,2007,WIND,200.0,,wind farm,Mesquite Wind LLC
56399,56399,NH,Sullivan,43.233,-72.1455,Lempster Wind LLC,2008,WIND,24.0,,wind farm,Avangrid Power LLC
56408,56408,IL,Bureau,41.3017,-89.6236,Agriwind,2007,WIND,8.4,,wind farm,"Agriwind Holdings, LLC"
56409,56409,MN,Pipestone,44.0256,-96.4303,Stahl Wind Energy,2004,WIND,1.7,,wind farm,"Stahl Wind Energy, LLC (Longroad)"
56410,56410,MN,Pipestone,44.0247,-96.4369,Carstensen Wind,2004,WIND,1.7,,wind farm,"Carstensen Wind, LLC (Longroad)"
56411,56411,MN,Pipestone,44.015,-96.4367,Northern Lights Wind LLC,2004,WIND,1.7,,wind farm,Northern Lights Wind LLC (Longroad)
56412,56412,MN,Pipestone,44.0211,-96.4406,Lucky Wind,2004,WIND,1.7,,wind farm,"Lucky Wind, LLC (Longroad)"
56413,56413,MN,Pipestone,44.0208,-96.4331,Greenback Energy,2004,WIND,1.7,,wind farm,"Greenback Energy, LLC (Longroad)"
56414,56414,MN,Redwood,44.502778,-95.175,Redwood Falls Wind,2004,WIND,3.4,,wind farm,Southern Minnesota Mun P Agny
56415,56415,MN,Martin,43.575,-94.446667,Fairmont Wind,2003,WIND,5.4,,wind farm,Southern Minnesota Mun P Agny
56416,56416,MI,Huron,43.7092,-82.9633,Michigan Wind 1,2008,WIND,69.0,,wind farm,"Michigan Wind 1, LLC"
56424,56424,MN,Mower,43.61407,-92.59882,Mower County Wind Energy Center,2006,WIND,98.9,,wind farm,Northern States Power Co - Minnesota
56432,56432,TX,Oldham,35.291944,-102.303056,Wildorado Wind LLC,2007,WIND,161.0,,wind farm,"Wildorado Wind, LLC"
56433,56433,CA,Kern,35.248006,-118.175356,Pine Tree Wind Power Project,2009,WIND,135.0,,wind farm,Los Angeles Department of Water & Power
56434,56434,ID,Cassia,42.490341,-113.926605,Burley Butte Windpark,2011,WIND,21.3,,wind farm,Idaho Wind Partners 1 LLC
56435,56435,ID,Cassia,42.436804,-113.925536,Golden Valley Wind Park LLC,2011,WIND,12.0,,wind farm,Idaho Wind Partners 1 LLC
56437,56437,ID,Cassia,42.460629,-114.017297,Milner Dam Wind Park LLC,2011,WIND,19.5,,wind farm,Idaho Wind Partners 1 LLC
56439,56439,ID,Twin Falls,42.840556,-114.989722,Oregon Trail Wind Park,2011,WIND,13.5,,wind farm,Idaho Wind Partners 1 LLC
