case_id,eia_id,p_state,p_county,ylat,xlong,p_name,p_year,p_tech_pri,p_cap_ac,p_cap_dc,p_type,utility_name
57757,57757,CA,Kern,34.891389,-118.4325,Pacific Wind LLC,2012,WIND,151.7,,wind farm,"EDF Renewable Asset Holdings, Inc."
57760,57760,ID,Power,42.703333,-112.757778,Power County Wind Park South,2011,WIND,22.5,,wind farm,Power County Wind Park South LLC
57761,57761,ID,Power,42.738889,-112.748611,Power County Wind Park North,2011,WIND,22.5,,wind farm,Power County Wind Park North LLC
57762,57762,KS,Gray,37.873889,-100.280277,Cimarron Wind Energy LLC,2012,WIND,165.6,,wind farm,Cimarron Wind Energy LLC
57766,57766,ID,Power,42.674722,-112.901944,Rockland Wind Farm,2011,WIND,79.2,,wind farm,Ridgeline Energy LLC
57767,57767,IL,Brown,39.973333,-90.699166,Brown County Wind Turbine,2011,WIND,1.5,,wind farm,Adams Electric Cooperative
57769,57769,PA,Wyoming,41.420556,-76.049167,Mehoopany Wind Energy LLC,2012,WIND,140.8,,wind farm,AE Power Services LLC
57774,57774,CA,Kern,35.054167,-118.354722,Windstar 1,2012,WIND,120.0,,wind farm,Nextera Energy Resources
57775,57775,AZ,Mohave,35.145833,-114.0675,Kingman 1,2011,WIND,10.0,,wind farm,Brookfield Renewable Trading and Marketing LP
57787,57787,KS,Kingman,37.366509,-98.261077,Flat Ridge 2 Wind Energy LLC,2012,WIND,470.4,,wind farm,AE Power Services LLC
57791,57791,CA,Solano,38.232222,-122.092778,Foundation AB,2011,WIND,1.5,,wind farm,"Foundation HA Energy Generation, LLC"
57792,57792,CA,San Bernardino,34.084722,-117.529444,Foundation IE,2011,WIND,1.0,,wind farm,"Foundation HA Energy Generation, LLC"
57800,57800,ND,Morton,46.98,-101.554722,Bison 2 Wind Energy Center,2012,WIND,105.0,,wind farm,"ALLETE, Inc."
57801,57801,ND,Morton,46.98,-101.554722,Bison 3 Wind Energy Center,2012,WIND,105.0,,wind farm,"ALLETE, Inc."
57802,57802,TX,Willacy,26.475278,-97.691111,Magic Valley Wind Farm I LLC,2012,WIND,203.0,,wind farm,"Big Sky Wind, LLC"
57803,57803,OR,Baker,44.396944,-117.271944,Lime Wind,2011,WIND,3.0,,wind farm,Lime Wind LLC
57813,57813,MN,Winona,43.991667,-91.877777,GL Wind,2011,WIND,5.0,,wind farm,GL Wind LLC
57823,57823,MN,Stevens,45.589722,-95.876944,WCROC Wind Farm,2005,WIND,1.7,,wind farm,University of Minnesota WCROC
57830,57830,IA,Greene,42.006111,-94.237778,Rippey Wind Farm,2012,WIND,50.0,,wind farm,Greenbacker Renewable Energy Corporation
57832,57832,IA,Bremer,42.948889,-92.062222,Hawkeye Wind Farm,2012,WIND,35.0,,wind farm,Greenbacker Renewable Energy Corporation
57833,57833,CA,Kern,35.030855,-118.293188,Mustang Hills LLC,2012,WIND,150.0,,wind farm,"Mustang Hills, LLC (Longroad)"
57834,57834,CA,Kern,35.043411,-118.211835,Pinyon Pine I,2012,WIND,168.0,,wind farm,"Pinyon Pines Wind I, LLC"
57835,57835,CA,Kern,35.026683,-118.234811,Alta Wind VIII,2012,WIND,150.0,,wind farm,Nextera Energy Resources
57837,57837,CA,Kern,35.026759,-118.223333,Pinyon Pine II,2012,WIND,132.0,,wind farm,"Pinyon Pines Wind II, LLC"
57844,57844,IA,Franklin,42.606737,-93.336453,Franklin County Wind Farm,2012,WIND,99.0,,wind farm,Interstate Power and Light Co
57851,57851,MI,Huron,43.850833,-82.783611,Sigel Wind Park,2012,WIND,64.0,,wind farm,DTE Electric Company
57852,57852,MI,Sanilac,43.67,-82.758611,Minden Wind Park,2012,WIND,32.0,,wind farm,DTE Electric Company
57853,57853,MI,Huron,43.871944,-83.241388,McKinley Wind Park,2012,WIND,14.4,,wind farm,DTE Electric Company
57855,57855,MA,Essex,42.716389,-70.841944,Ipswich Wind Turbine,2011,WIND,1.6,,wind farm,Town of Ipswich - (MA)
57858,57858,KS,Elk,37.46,-96.42,Caney River Wind Project,2012,WIND,200.0,,wind farm,Caney River Wind Project
57862,57862,IN,Tipton,40.349444,-85.843056,"Wildcat Wind Farm I, LLC",2012,WIND,200.0,,wind farm,"Big Sky Wind, LLC"
57866,57866,TX,Oldham,35.243611,-102.21,Golden Spread Panhandle Wnd Rch,2011,WIND,78.2,,wind farm,"Golden Spread Electric Cooperative, Inc"
57867,57867,NY,Steuben,42.315278,-77.538333,Howard Wind Farm,2011,WIND,55.4,,wind farm,Howard Wind LLC (Longroad)
57873,57873,IA,Guthrie,41.554651,-94.685004,Eclipse Wind Farm,2012,WIND,207.1,,wind farm,MidAmerican Energy Co
57874,57874,IA,Marshall,42.159444,-92.776111,Vienna Wind Farm,2012,WIND,150.2,,wind farm,MidAmerican Energy Co
57875,57875,IA,Adair,41.454241,-94.575056,Morning Light Wind Farm,2012,WIND,110.9,,wind farm,MidAmerican Energy Co
57880,57880,MN,Dakota,44.728333,-93.048056,Eolos Wind Energy Research Field Station,2011,WIND,2.5,,wind farm,Regents of the University of Minnesota
57887,57887,NM,Lea,32.952778,-103.285278,Wildcat Wind,2012,WIND,27.3,,wind farm,"Wildcat Wind, LLC"
57888,57888,MI,Huron,43.8556,-83.1669,Harvest 2,2012,WIND,59.4,,wind farm,"Harvest II Windfarm, LLC"
57890,57890,ID,Bonneville,43.386389,-111.726389,"Horse Butte Wind I, LLC",2012,WIND,57.6,,wind farm,Utah Associated Mun Power Sys
57913,57913,CA,San Diego,32.663889,-116.289722,Tule Wind LLC,2017,WIND,143.0,,wind farm,Avangrid Power LLC
57927,57927,TX,Kenedy,27.184652,-97.59818,Baffin Wind,2014,WIND,188.0,,wind farm,Avangrid Power LLC
57935,57935,AK,Denali,64.058333,-148.9,Eva Creek Wind,2013,WIND,24.6,,wind farm,Golden Valley Elec Assn Inc
57947,57947,NM,Luna,32.55434,-107.50929,Macho Springs Power I,2011,WIND,50.4,,wind farm,Capital Power Corporation
57956,57956,OK,Grady,35.325278,-98.071389,"Minco Wind II, LLC",2011,WIND,100.8,,wind farm,"FPLE Wind, LLC"
57962,57962,CA,Kern,35.008333,-118.241389,Brookfield Tehachapi 1,2012,WIND,102.0,,wind farm,"Coram California Development, L.P."
57963,57963,MT,Wheatland,46.275278,-109.482778,Musselshell Wind Project,2012,WIND,10.0,,wind farm,Musselshell Wind Project LLC
57964,57964,IL,Lee,41.666944,-89.059722,Shady Oaks Wind Farm,2012,WIND,109.5,,wind farm,Algonquin Power Co
57965,57965,MT,Wheatland,46.275278,-109.482778,Musselshell Wind Project Two LLC,2012,WIND,10.0,,wind farm,Musselshell Wind Project Two LLC
57968,57968,WI,Monroe,43.733889,-90.805,Cashton Greens Wind Farm,2012,WIND,5.0,,wind farm,Cashton Greens Wind Farm LLC
57973,57973,TX,Oldham,35.2375,-102.203056,Spinning Spur Wind LLC,2012,WIND,161.0,,wind farm,"EDF Renewable Asset Holdings, Inc."
57974,57974,TX,Archer,33.493056,-98.581944,Bobcat Bluff Wind Project LLC,2012,WIND,161.0,,wind farm,"EDF Renewable Asset Holdings, Inc."
57975,57975,KS,Ford,37.851111,-99.838056,Spearville 3 LLC,2012,WIND,108.0,,wind farm,"EDF Renewable Asset Holdings, Inc."
57976,57976,IA,Pocahontas,42.568056,-94.658056,Pocahontas Prairie Wind Farm,2012,WIND,80.0,,wind farm,MidAmerican Energy Co
57979,57979,VT,Orleans,44.748333,-72.425278,Kingdom Community Wind,2012,WIND,65.0,,wind farm,Green Mountain Power Corp
57980,57980,CO,Huerfano,37.801111,-104.491944,Busch Ranch Wind Energy,2012,WIND,29.0,,wind farm,"Black Hills Colorado Electric, LLC"
57981,57981,TX,Jack,33.205801,-98.365069,Senate Wind LLC,2012,WIND,150.0,,wind farm,Algonquin Power Co
57983,57983,TX,Borden,32.926389,-101.647778,Stephens Ranch Wind Energy LLC,2014,WIND,376.0,,wind farm,Stephens Ranch Wind Energy LLC
57984,57984,MI,Mason,43.871944,-86.334722,Lake Winds Energy Park,2012,WIND,100.8,,wind farm,Consumers Energy Co - (MI)
57987,57987,OK,Canadian,35.629722,-98.024722,Canadian Hills Wind,2012,WIND,293.7,,wind farm,Canadian Hills Wind LLC
57991,57991,PA,Cambria,40.319561,-78.680633,Highland North Wind Farm,2012,WIND,75.0,,wind farm,Exus Pennsylvania Wind Holdings
57995,57995,MT,Toole,48.820278,-112.103333,NaturEner Rim Rock Energy,2012,WIND,189.0,,wind farm,NaturEner Rim Rock Energy LLC
57996,57996,HI,Maui,20.596,-156.318,Auwahi Wind Energy Hybrid,2012,WIND,24.0,,wind farm,Auwahi Wind Energy LLC
57998,57998,PA,Somerset,39.760556,-78.874722,Twin Ridges Wind Farm,2012,WIND,139.4,,wind farm,Exus Pennsylvania Wind Holdings
57999,57999,PA,Cambria,40.63067,-78.696078,Patton Wind Farm,2012,WIND,30.0,,wind farm,Exus Pennsylvania Wind Holdings
58000,58000,TX,Kinney,29.234722,-100.209167,"Anacacho Wind Farm, LLC",2012,WIND,99.8,,wind farm,"Big Sky Wind, LLC"
58004,58004,NH,Coos,44.704444,-71.2925,Granite Reliable Power,2012,WIND,99.0,,wind farm,NexteraEnergy
58008,58008,IL,Vermilion,40.211667,-87.878333,California Ridge Wind Energy LLC,2012,WIND,217.0,,wind farm,SunEdison LLC
58018,58018,KS,Kiowa,37.518889,-99.446389,Shooting Star,2012,WIND,104.0,,wind farm,"Shooting Star Power Partners, LLC"
58019,58019,ID,Twin Falls,42.88,-115.036667,High Mesa,2012,WIND,40.0,,wind farm,"High Mesa Energy, LLC"
58020,58020,MI,Gratiot,43.256944,-84.499722,Beebe 1A,2012,WIND,81.6,,wind farm,"Beebe Renewable Energy, LLC"
58021,58021,TX,Webb,27.488056,-99.005278,Whitetail,2012,WIND,92.0,,wind farm,"Whitetail Wind Energy, LLC"
58025,58025,MA,Worcester,42.588583,-71.984194,Mt Wachusett Community College,2011,WIND,3.4,,wind farm,Mt Wachusett Community College
58026,58026,ME,Oxford,44.415587,-70.559814,Spruce Mountain WInd,2011,WIND,20.0,,wind farm,CPV Spruce Mountain Wind LLC
58035,58035,RI,Washington,41.114722,-71.521111,Block Island Wind Farm,2016,WIND-OFFSHORE,30.0,,wind farm,Deepwater Wind Block Island LLC
58038,58038,IA,Mitchell,43.385833,-92.759444,Buffalo Center Wind LLC,2011,WIND,1.5,,wind farm,Buffalo Center Wind LLC
58041,58041,OK,Garfield,36.574722,-97.673611,Chisholm View Wind Project,2012,WIND,300.0,,wind farm,Chisholm View Wind Project
58044,58044,IA,Cedar,41.850833,-91.234167,"Anchor Wind, LLC",2012,WIND,6.0,,wind farm,"Acciona Energy USA Global, LLC"
58045,58045,MN,Nobles,43.713611,-95.802778,Community Wind South,2012,WIND,30.0,,wind farm,Greenbacker Renewable Energy Corporation
58048,58048,TX,Kent,32.969722,-100.524167,BayWa r.e Mozart LLC,2012,WIND,30.0,,wind farm,"Chopin Wind, LLC"
58065,58065,MA,Suffolk,42.391389,-71.070833,Charlestown Wind Turbine,2011,WIND,1.5,,wind farm,MWRA Charlestown
58071,58071,IA,Worth,43.384722,-93.221389,Windwalkers LLC,2011,WIND,1.6,,wind farm,Consolidated Edison Development Inc.
58078,58078,OK,Kiowa,35.135556,-99.003056,Rocky Ridge Wind Project,2012,WIND,148.8,,wind farm,Rocky Ridge Wind Project LLC
58080,58080,TX,Cooke,33.733006,-97.428406,Wolf Ridge Wind,2008,WIND,112.5,,wind farm,NextEra Wolf Ridge LLC
58088,58088,NY,Wyoming,42.767614,-78.415843,Stony Creek Wind Farm NY,2013,WIND,94.4,,wind farm,Invenergy Services LLC
58089,58089,IA,Worth,43.297222,-93.283333,Roeder Family Wind Farm LLC,2011,WIND,1.6,,wind farm,Consolidated Edison Development Inc.
58098,58098,NM,Torrance,34.651111,-105.461667,El Cabo Wind,2017,WIND,298.0,,wind farm,Avangrid Power LLC
58099,58099,OR,Gilliam,45.5857,-120.0904,Montague Wind Power Facility LLC,2019,WIND,200.0,,wind farm,Avangrid Power LLC
58101,58101,CA,San Bernardino,34.561944,-117.307222,Foundation Cemex River Plant,2012,WIND,3.2,,wind farm,Foundation CA Fund VI Manager LLC
58102,58102,CA,San Bernardino,34.623056,-117.1125,Foundation Cemex BMQ,2012,WIND,3.0,,wind farm,Foundation CA Fund VI Manager LLC
58103,58103,MI,Delta,45.795556,-86.533889,Heritage Garden Wind Farm I LLC,2012,WIND,28.0,,wind farm,DTE Sustainable Generation
58104,58104,CA,Solano,38.42,-121.818056,Foundation Superior Farms,2012,WIND,1.0,,wind farm,Foundation CA Fund VI Manager LLC
58105,58105,CA,Tehama,40.111111,-122.193889,Foundation Wal-Mart Red Bluff,2012,WIND,1.0,,wind farm,Foundation CA Fund VI Manager LLC
58106,58106,ID,Bonneville,43.524429,-111.803921,Meadow Creek Project Company,2012,WIND,119.7,,wind farm,Ridgeline Energy LLC
58111,58111,IL,Henry,41.2325,-90.174167,Bishop Hill II Wind Farm,2012,WIND,81.0,,wind farm,"Bishop Hill Energy II, LLC"
58112,58112,CA,Yolo,38.692778,-121.9325,Foundation Cemex Madison,2012,WIND,1.0,,wind farm,"Foundation CA Fund V Manager, LLC"
58113,58113,CA,Riverside,33.917222,-116.815,Foundation RRM,2012,WIND,2.0,,wind farm,"Foundation CA Fund V Manager, LLC"
58114,58114,CA,Riverside,33.914167,-116.749167,Foundation NWNA,2012,WIND,5.1,,wind farm,"Foundation CA Fund V Manager, LLC"
58121,58121,MI,Huron,43.8825,-83.161389,Echo Wind Park,2014,WIND,162.0,,wind farm,DTE Electric Company
58126,58126,CO,Lincoln,39.380975,-103.573236,Limon Wind I,2012,WIND,200.0,,wind farm,Limon
58127,58127,CO,Lincoln,39.341389,-103.581111,Limon Wind II,2012,WIND,200.0,,wind farm,Limon
58137,58137,KS,Gray,37.614473,-100.278666,Ensign Wind LLC,2012,WIND,98.9,,wind farm,NextEra Energy Resources Ensign Wind
58141,58141,NH,Grafton,43.7681,-71.8189,Groton Wind LLC,2012,WIND,48.0,,wind farm,Avangrid Power LLC
58154,58154,CA,Kern,35.347778,-118.186389,North Sky River Energy LLC,2012,WIND,162.0,,wind farm,North Sky River Energy LLC
58155,58155,AZ,Coconino,35.415556,-112.271111,Perrin Ranch Wind LLC,2012,WIND,99.2,,wind farm,Perrin Ranch Wind LLC
58162,58162,TX,Lynn,33.033056,-101.6875,Cirrus Wind 1 LLC,2012,WIND,61.2,,wind farm,Cirrus Wind 1 LLC
58203,58203,OK,Caddo,35.372359,-98.182731,"Minco Wind III, LLC",2012,WIND,100.8,,wind farm,"FPLE Wind, LLC"
58209,58209,OK,Kay,36.846667,-97.4175,"NextEra-Blackwell Wind, LLC",2012,WIND,59.8,,wind farm,"Blackwell Wind, LLC"
58218,58218,MT,Judith Basin,47.333333,-110.639167,Spion Kop Wind Farm,2012,WIND,40.0,,wind farm,NorthWestern Energy (MT wind/thermal)
58220,58220,OH,Paulding,41.016111,-84.5875,Haviland Plastic Products,2013,WIND,4.5,,wind farm,Haviland Plastic Products Co
58233,58233,CA,Riverside,33.908889,-116.555556,Wagner Wind LLC,2012,WIND,6.0,,wind farm,Greenbacker Renewable Energy Corporation
58238,58238,VT,Chittenden,44.661667,-73.07,Georgia Mountain Community Wind Farm,2012,WIND,10.0,,wind farm,Greenbacker Renewable Energy Corporation
58242,58242,TX,Carson,35.4275,-101.253056,Pattern Panhandle Wind LLC,2014,WIND,218.0,,wind farm,Pattern Operators LP
58321,58321,TX,Mills,31.383333,-98.466667,Goldthwaite Wind Energy Facility,2013,WIND,150.0,,wind farm,Invenergy Services LLC
58322,58322,NE,Antelope,41.951667,-98.076667,Prairie Breeze,2014,WIND,206.5,,wind farm,SunEdison LLC
58324,58324,OR,Umatilla,45.899167,-118.591389,Vansycle II Wind Energy Center,2009,WIND,102.3,,wind farm,FPL Energy Stateline II Inc
58351,58351,MI,Tuscola,43.525278,-83.65,Tuscola Bay Wind,2012,WIND,120.0,,wind farm,Tuscola Bay Wind LLC
58363,58363,TX,Carson,35.386038,-101.578572,Majestic II Wind,2012,WIND,79.6,,wind farm,NextEra Energy Majestic Wind
58372,58372,TX,Wilbarger,34.292913,-99.367734,Blue Summit Wind LLC,2012,WIND,135.4,,wind farm,Blue Summit Wind LLC
58394,58394,CA,Kern,35.06,-118.2,Alta Wind X,2014,WIND,138.0,,wind farm,"Alta Wind X, LLC"
58395,58395,CA,Kern,35.065,-118.39,Alta Wind XI,2014,WIND,90.0,,wind farm,"Alta Wind XI, LLC"
58404,58404,TX,Carson,35.322778,-101.5325,Pantex,2014,WIND,11.5,,wind farm,Pantex (NNSA)
58407,58407,IA,Winneshiek,43.326944,-91.810833,Luther College Wind Project,2011,WIND,1.6,,wind farm,Luther College Wind Energy Project LLC
58414,58414,IA,Henry,40.955,-91.394444,NLMU Wind,2011,WIND,1.5,,wind farm,New London Municipal Utilities
58416,58416,IN,Randolph,40.066667,-85.013333,Headwaters Wind Farm LLC,2014,WIND,200.0,,wind farm,Headwaters Wind Farm LLC
58425,58425,AK,Anchorage,61.13,-150.243611,Fire Island Wind,2012,WIND,18.0,,wind farm,Fire Island Wind LLC
58441,58441,WA,Kittitas,47.139167,-120.753056,Swauk Wind LLC,2012,WIND,4.3,,wind farm,Gamesa Wind US LLC
58444,58444,IA,Greene,42.098889,-94.269167,Junction Hilltop Wind Farm,2012,WIND,8.0,,wind farm,Junction Hilltop Management LLC
58456,58456,IA,Adair,41.226944,-94.434722,Cumberland Rose,2012,WIND,1.6,,wind farm,"Cumberland Rose Wind Energy, LLC"
58457,58457,IA,Adair,41.338889,-94.57,Fontanelle,2012,WIND,1.6,,wind farm,"Forward Fontanelle Power, LLC"
58458,58458,IA,Adair,41.29,-94.485,Greenfield Wind,2012,WIND,1.6,,wind farm,"Greenfield Wind Power, LLC"
58459,58459,IA,Adair,41.39,-94.445833,Meadow Ridge,2012,WIND,1.6,,wind farm,"Meadow Ridge Wind Energy, LLC"
58460,58460,IA,Adair,41.29,-94.485,Sky Volt,2012,WIND,1.6,,wind farm,"Sky Volt, LLC"
58461,58461,IA,Cass,41.391944,-94.876389,Wiota,2012,WIND,1.6,,wind farm,"Wiota Wind Energy, LLC #1"
58464,58464,NM,Curry,34.746944,-103.325,Broadview Energy Prime LLC,2014,WIND,9.9,,wind farm,"Chopin Wind, LLC"
58465,58465,NM,Curry,34.728056,-103.305,Broadview Energy Prime 2 LLC,2014,WIND,9.9,,wind farm,"Chopin Wind, LLC"
58474,58474,KS,Haskell,37.620833,-101.076111,Buffalo Dunes Wind Project,2013,WIND,249.8,,wind farm,Buffalo Dunes Wind Project LLC
58511,58511,AK,Southeast Fairbanks,64.013889,-145.596667,Delta Wind Farm,2008,WIND,1.9,,wind farm,Alaska Environmental Power
58548,58548,CO,Huerfano,37.772222,-104.832222,Huerfano River Wind,2013,WIND,8.0,,wind farm,"Huerfano River Wind, LLC"
58571,58571,WA,Columbia,46.421111,-118.026944,Tucannon River Wind Farm,2014,WIND,266.8,,wind farm,Portland General Electric Co
58580,58580,MI,Huron,43.757778,-83.297778,Pheasant Run Wind LLC,2013,WIND,74.8,,wind farm,Pheasant Run Wind LLC
58587,58587,MI,Tuscola,43.526944,-83.566944,Tuscola Wind II LLC,2013,WIND,100.3,,wind farm,Tuscola Wind II LLC
58594,58594,NE,Jefferson,40.048889,-96.952222,Steele Flats Wind Project LLC,2013,WIND,74.8,,wind farm,Steele Flats Wind Project LLC
58596,58596,TX,Carson,35.238333,-101.310833,"Grandview Wind Farm, LLC",2014,WIND,211.2,,wind farm,"Big Sky Wind, LLC"
58608,58608,ME,Franklin,44.593333,-70.381111,Saddleback Ridge Wind Farm,2014,WIND,34.2,,wind farm,"CPV Saddleback Ridge Wind, LLC"
58614,58614,TX,Nueces,27.580489,-97.640077,Patriot Wind Farm,2019,WIND,226.1,,wind farm,Avangrid Power LLC
58620,58620,ME,Oxford,44.514722,-70.303056,Canton Mountain Wind,2017,WIND,22.8,,wind farm,CPV Canton Mountain Wind LLC
58630,58630,OH,Logan,40.449444,-83.893333,RP Wind,2013,WIND,3.4,,wind farm,Consolidated Edison Solutions Inc.
58657,58657,MN,Cottonwood,43.853333,-94.931944,Odell Wind Farm,2016,WIND,200.0,,wind farm,Algonquin Power Co
58658,58658,ND,Stutsman,47.179722,-98.594722,Courtenay Wind Farm,2016,WIND,200.0,,wind farm,Northern States Power Co - Minnesota
58661,58661,MA,Barnstable,41.7525,-70.538889,Cape Cod Air Force Station - 6 SWS,2014,WIND,3.4,,wind farm,US Air Force
58666,58666,KS,Rush,38.424722,-99.5075,Alexander Wind Farm LLC,2015,WIND,50.7,,wind farm,SRIV Partnership LLC
58677,58677,MI,Gratiot,43.408056,-84.462222,Gratiot County Wind LLC,2012,WIND,110.4,,wind farm,Invenergy Services LLC
58681,58681,TX,Carson,35.205278,-101.434167,Route 66 Wind Plant,2015,WIND,150.0,,wind farm,Onward Energy
58683,58683,OK,Osage,36.706944,-96.700278,"Osage Wind, LLC",2015,WIND,150.4,,wind farm,"Enel Green Power NA, Inc."
58686,58686,ME,Hancock,44.760833,-68.146944,Hancock Wind Plant,2016,WIND,51.0,,wind farm,Onward Energy
58690,58690,MI,Huron,43.815032,-83.315002,Apple Blossom Wind Farm,2017,WIND,100.0,,wind farm,"Apple Blossom Wind, LLC"
58691,58691,MN,Jackson,43.587283,-95.375119,South Fork Wind Farm,2016,WIND,13.8,,wind farm,"South Fork Wind, LLC"
58692,58692,MN,Stearns,45.660833,-95.012778,Black Oak Wind Farm,2016,WIND,78.0,,wind farm,"Black Oak Wind, LLC"
58694,58694,IL,Bureau,41.496667,-89.580278,Walnut Ridge Wind Farm,2018,WIND,212.0,,wind farm,"BHE Renewables, LLC"
58695,58695,NE,Holt,42.608056,-98.428333,Grande Prairie Wind Farm,2016,WIND,400.0,,wind farm,"BHE Renewables, LLC"
58719,58719,MI,Huron,43.757778,-83.297778,Brookfield,2014,WIND,74.8,,wind farm,DTE Electric Company
58720,58720,TX,Carson,35.442778,-101.372778,Pattern Panhandle Wind 2 LLC,2014,WIND,181.7,,wind farm,Pattern Operators LP
58765,58765,TX,Roberts,35.653889,-100.538611,Miami Wind Energy Center,2014,WIND,288.6,,wind farm,Invenergy Services LLC
58766,58766,TX,Crosby,33.825,-101.099722,Wake Wind Energy Center,2016,WIND,257.3,,wind farm,Southern Power Co
58767,58767,KS,Ellis,39.003873,-99.414161,Buckeye Wind Energy Center,2015,WIND,200.5,,wind farm,Invenergy Services LLC
58768,58768,NY,Steuben,42.163889,-77.528889,Marsh Hill Wind Farm,2014,WIND,16.2,,wind farm,Invenergy Services LLC
58769,58769,CO,Logan,40.964167,-103.077222,Spring Canyon Expansion Wind Energy Ctr,2014,WIND,62.6,,wind farm,Spring Canyon Expansion LLC
58771,58771,NM,Roosevelt,33.926111,-103.511111,Roosevelt County,2015,WIND,250.0,,wind farm,Boralex US Operations LLC
58772,58772,TX,Briscoe,34.311111,-101.251111,Longhorn Wind,2015,WIND,200.0,,wind farm,Boralex US Operations LLC
58773,58773,TX,Deaf Smith,34.748056,-102.174444,TX Hereford Wind,2014,WIND,200.0,,wind farm,Boralex US Operations LLC
58774,58774,TX,Oldham,35.276944,-102.682778,Spinning Spur Wind II,2014,WIND,161.0,,wind farm,"EDF Renewable Asset Holdings, Inc."
58775,58775,TX,Oldham,35.295,-102.721111,Spinning Spur Wind III,2015,WIND,194.0,,wind farm,Boralex US Operations LLC
58777,58777,NY,Chautauqua,42.338333,-79.195556,Cassadaga Wind Farm,2021,WIND,124.0,,wind farm,"Big Sky Wind, LLC"
