objectid,descripcion,numero,municipio,municipio_ine,provincia,provincia_data,cuenca,poligono_industrial,mw,minetur,tecnologia,avistamiento,alta,baja,fecha_mod,longitude,latitude
15289,"PARQUE EOLICO SAN ESTEBAN",2,"NAVARRA Añorbe",INE310180,"Navarra","NAVARRA","RIO EBRO","",30.42,RE-000729 y 1 más,Eólica,b.2.1,1999-10-18,,2025-05-22,-1.7041199999998935,42.642553000000056
15290,"PARQUE EOLICO BARASOAIN",1,"NAVARRA Añorbe",INE310180,"Navarra","NAVARRA","RIO EBRO","",36.3,RE-113011,Eólica,b.2.1,2019-08-19,,2025-05-22,-1.691545999999925,42.645120000000105
15337,"P.E. EXPERIMENTAL LA SORDA",2,"NAVARRA Artajona",INE310386,"Navarra","NAVARRA","RIO EBRO","",6.6,RE-101653 y 1 más,Eólica,b.2.1,2010-01-21,,2025-05-22,-1.6741669999999467,42.53027800000012
15353,"AREA EXPERIMENTAL DE BARASOAIN",1,"NAVARRA Barásoain",INE310459,"Navarra","NAVARRA","RIO EBRO","",15,RE-110840,Eólica,b.2.1,2013-02-06,,2025-05-22,-1.6463889999999561,42.603611000000036
15360,"P. E. ARIZ 1 y ARIZ 2",2,"NAVARRA Basaburua",INE310497,"Navarra","NAVARRA","ORIA IBAIA","",19.2,RE-0049/0050 y 1 más,Eólica,b.2.1,1998-01-01,,2025-05-22,-1.8913889999999178,43.06638900000005
15396,"PARQUE EOLICO PESTRIZ",2,"NAVARRA Buñuel",INE310575,"Navarra","NAVARRA","RIO EBRO","",49.995,RE-113579 y 1 más,Eólica,b.2.1,2022-01-13,,2025-05-22,-1.4690309999999478,41.96411400000006
15406,"PARQUE EOLICO DE SAN GREGORIO",1,"NAVARRA Cabanillas",INE310620,"Navarra","NAVARRA","RIO EBRO","",15,RE-000075,Eólica,b.2.1,1998-07-06,,2025-05-22,-1.548747999999907,42.06955700000005
15407,"PARQUE EOLICO CABANILLAS II",2,"NAVARRA Cabanillas",INE310620,"Navarra","NAVARRA","RIO EBRO","",49.995,RE-113191 y 1 más,Eólica,b.2.1,2020-07-13,,2025-05-22,-1.5279359999999105,42.07178700000008
15408,"PARQUE EOLICO DE SERRALTA",2,"NAVARRA Cabanillas",INE310620,"Navarra","NAVARRA","RIO EBRO","",16.5,RE-000074 y 1 más,Eólica,b.2.1,1998-05-25,,2025-05-22,-1.5346159999999716,42.07805100000005
15418,"PARQUE EOLICO CAVAR 1",2,"NAVARRA Cadreita",INE310641,"Navarra","NAVARRA","RIO EBRO","",55.44,RE-113106 y 1 más,Eólica,b.2.1,2020-05-12,,2025-05-22,-1.6657439999999342,42.243391000000024
15422,"PARQUE EOLICO DE CAPARROSO",2,"NAVARRA Caparroso",INE310654,"Navarra","NAVARRA","RIO EBRO","",30.3,RE-001640 y 1 más,Eólica,b.2.1,2001-01-22,,2025-05-22,-1.4760599999999353,42.080146000000056
15455,"PARQUE EOLICO ORKOIEN",1,"NAVARRA Cendea de Olza/Oltza Zendea",INE311939,"Navarra","NAVARRA","RIO EBRO","",5.7,RE-114277,Eólica,b.2.1,2023-07-26,,2025-05-22,-1.7348889999999546,42.81780600000006
15476,"PARQUE EOLICO EL PERDON",1,"NAVARRA Cizur",INE310765,"Navarra","NAVARRA","RIO EBRO","",20,RE-000048,Eólica,b.2.1,1998-01-01,,2025-05-22,-1.7374999999999137,42.7350000000001
15481,"PARQUE EOLICO EL MONTECILLO",1,"NAVARRA Corella",INE310771,"Navarra","NAVARRA","RIU LLOBREGAT","",40.6,RE-114398,Eólica,b.2.1,2023-10-17,,2025-05-22,1.8178060000000846,42.116917000000086
15482,"PARQUE EOLICO CORRAL DEL MOLINO I",1,"NAVARRA Corella",INE310771,"Navarra","NAVARRA","RIU LLOBREGAT","",23.2,RE-114496,Eólica,b.2.1,2023-10-19,,2025-05-22,1.7337220000000664,42.13377800000005
15490,"PARQUE EOLICO EL VALLE-VALDENAVARRO",1,"NAVARRA Cortes",INE310787,"Navarra","NAVARRA","RIO EBRO","",48.51,RE-112985,Eólica,b.2.1,2019-11-22,,2025-05-22,-1.4915579999999504,41.93934400000011
15496,"CALERA",1,"NAVARRA Enériz/Eneritz",INE310898,"Navarra","NAVARRA","RIO EBRO","",4.95,RE-012246,Eólica,b.2.1,2006-03-31,,2025-05-22,-1.729721999999903,42.67000000000009
15525,"PE AREA EXPERIMENTAL VEDADILLO",1,"NAVARRA Falces",INE311043,"Navarra","NAVARRA","RIO EBRO","",9,RE-111583,Eólica,b.2.1,2013-05-07,,2025-05-22,-1.794166999999926,42.38777800000004
15526,"P. E. VEDADILLO",3,"NAVARRA Falces",INE311043,"Navarra","NAVARRA","RIO EBRO","",49.5,RE-002565 y 2 más,Eólica,b.2.1,2005-09-29,,2025-05-22,-1.8163889999999687,42.399167000000055
15527,"P. E. MONCAYUELO 1ª FASE",2,"NAVARRA Falces",INE311043,"Navarra","NAVARRA","RIO EBRO","",48,RE-002564 y 1 más,Eólica,b.2.1,2005-01-01,,2025-05-22,-1.728610999999905,42.430000000000085
15554,"PARQUE EOLICO VOLANDIN",1,"NAVARRA Fontellas",INE311069,"Navarra","NAVARRA","RIU LLOBREGAT","",46.4,RE-114489,Eólica,b.2.1,2023-10-17,,2025-05-22,1.5676940000000712,42.000917000000086
15560,"PARQUE EOLICO PLANA DE LA BANDERA",4,"NAVARRA Fustiñana",INE311081,"Navarra","NAVARRA","RIO EBRO","",32.32,RE-001089 y 3 más,Eólica,b.2.1,2001-05-18,,2025-05-22,-1.4757919999999725,42.0682950000001
15573,"P. E.  AIZKIBEL (CORREGIDA LA POTENCIA 23/1/2003)",2,"NAVARRA Galar",INE311094,"Navarra","NAVARRA","RIO EBRO","",12.07,RE-001633 y 1 más,Eólica,b.2.1,2002-05-30,,2025-05-22,-1.663055999999942,42.71277800000011
15589,"PARQUE EOLICO SIERRA DE IZCO",1,"NAVARRA Ibargoiti",INE311249,"Navarra","NAVARRA","RIO EBRO","",33,RE-000054,Eólica,b.2.1,1998-11-05,,2025-05-22,-1.4367259999999533,42.643886000000116
15590,"PARQUE EOLICO IBARGOITI",2,"NAVARRA Ibargoiti",INE311249,"Navarra","NAVARRA","RIO EBRO","",28.08,RE-002595 y 1 más,Eólica,b.2.1,2002-02-07,,2025-05-22,-1.4563889999998971,42.64972200000007
15615,"PARQUE EOLICO LINTE",2,"NAVARRA Larraga",INE311424,"Navarra","NAVARRA","RIO EBRO","",32.3301,RE-114613 y 1 más,Eólica,b.2.1,2024-01-17,,2025-05-22,-1.7508889999999384,42.51691700000008
15636,"PARQUE EOLICO GUERINDA 2",2,"NAVARRA Leoz/Leotz",INE311509,"Navarra","NAVARRA","RIO EBRO","",39.12,RE-000053 y 1 más,Eólica,b.2.1,1998-01-01,,2025-05-22,-1.604166999999967,42.54111100000009
15637,"PARQUE EOLICO GUERINDA 1",1,"NAVARRA Leoz/Leotz",INE311509,"Navarra","NAVARRA","RIO EBRO","",24.6,RE-000052,Eólica,b.2.1,1998-01-01,,2025-05-22,-1.5652779999999722,42.554722000000005
15638,"P. E.  GUERINDA 3 (ampliado con RE-0646)",1,"NAVARRA Leoz/Leotz",INE311509,"Navarra","NAVARRA","RIO EBRO","",19.8,RE-000051,Eólica,b.2.1,1998-01-01,,2025-05-22,-1.5651869999999328,42.55552500000009
15639,"P.E.  DE UZKITA",2,"NAVARRA Leoz/Leotz",INE311509,"Navarra","NAVARRA","RIO EBRO","",24.65,RE436-0597 y 1 más,Eólica,b.2.1,2004-10-30,,2025-05-22,-1.5130559999999094,42.63583300000009
15641,"P.E. DE LERGA (GUERINDA 3 F) (AMPL. RE-0051)",1,"NAVARRA Lerga",INE311516,"Navarra","NAVARRA","RIO EBRO","",5.28,RE-000646,Eólica,b.2.1,1999-12-10,,2025-05-22,-1.5187859999999418,42.57704300000006
15654,"P.E. LA LOMBA",2,"NAVARRA Lodosa",INE311574,"Navarra","NAVARRA","RIO EBRO","",4.95,RE-005090 y 1 más,Eólica,b.2.1,2005-09-30,,2025-05-22,-2.0848189999998885,42.4410500000001
15669,"P. E. LAS LLANAS DE CODES 1ª FASE AZUELO",3,"NAVARRA Marañón",INE311629,"Navarra","NAVARRA","RIO EBRO","",43.2,RE-003260 y 2 más,Eólica,b.2.1,2005-01-01,,2025-05-22,-2.3380909999999693,42.58951500000004
15704,"PARQUE EOLICO JENARIZ",1,"NAVARRA Miranda de Arga",INE311712,"Navarra","NAVARRA","RIO EBRO","",24.18,RE-114612,Eólica,b.2.1,2024-01-17,,2025-05-22,-1.7508889999999384,42.51691700000008
15707,"PARQUE EOLICO EXPERIMENTAL LAS BALSAS- SIERRA DE ALAIZ",10,"NAVARRA Monreal/Elo",INE311727,"Navarra","NAVARRA","RIO EBRO","",25.515,RE-105516 y 9 más,Eólica,b.2.1,2011-05-10,,2025-05-22,-1.579999999999943,42.679722000000076
15708,"PARQUE EOLICO MONREAL",1,"NAVARRA Monreal/Elo",INE311727,"Navarra","NAVARRA","RIO EBRO","",4.5,RE-112423,Eólica,b.2.1,2016-04-25,,2025-05-22,-1.5573059999999255,42.69307300000001
15768,"P.E. EXPERIMENTAL LA FRAILA",1,"NAVARRA Olite/Erriberri",INE311918,"Navarra","NAVARRA","RIO EBRO","",4.5,RE-012248,Eólica,b.2.1,2004-04-28,,2025-05-22,-1.6497219999999169,42.479722000000066
15769,"P.E. LA CAYA",2,"NAVARRA Olite/Erriberri",INE311918,"Navarra","NAVARRA","RIO EBRO","",4.917,RE-075131 y 1 más,Eólica,b.2.1,2008-07-31,,2025-05-22,-1.651388999999926,42.481389000000085
15841,"P.E. CALUENGO",1,"NAVARRA Peralta/Azkoien",INE312021,"Navarra","NAVARRA","RIO EBRO","",49.5,RE-002255,Eólica,b.2.1,2003-04-15,,2025-05-22,-1.8441669999999255,42.32666700000002
15860,"PARQUE EOLICO VILLANUEVA",1,"NAVARRA Puente la Reina/Gares",INE312068,"Navarra","NAVARRA","RIO EBRO","",19.8,RE-000925,Eólica,b.2.1,2000-11-24,,2025-05-22,-1.8020089999999545,42.7434440000001
15865,"AREA EXPERIMENTAL PEÑABLANCA",1,"NAVARRA Pueyo",INE312074,"Navarra","NAVARRA","RIO EBRO","",3,RE-100402,Eólica,b.2.1,2009-04-29,,2025-05-22,-1.6311109999999407,42.53972200000007
15866,"P.E.EXPERIMENTAL LA CAMPAÑA",2,"NAVARRA Pueyo",INE312074,"Navarra","NAVARRA","RIO EBRO","",4.95,RE-012247 y 1 más,Eólica,b.2.1,2004-06-30,,2025-05-22,-1.6497219999999169,42.57000000000006
15907,"PARQUE EOLICO SALAJONES",1,"NAVARRA Sangüesa/Zangoza",INE312166,"Navarra","NAVARRA","RIO EBRO","",19.14,RE-001031,Eólica,b.2.1,1999-03-12,,2025-05-22,-1.310277999999937,42.609722000000055
15940,"P. E. PEÑABLANCA 2ª FASE",3,"NAVARRA Tafalla",INE312270,"Navarra","NAVARRA","RIO EBRO","",36.47,RE-001610 y 2 más,Eólica,b.2.1,2002-08-01,,2025-05-22,-1.6313889999999462,42.53750000000007
15976,"PARQUE EOLICO MONTES DEL CIERZO II",1,"NAVARRA Tudela",INE312325,"Navarra","NAVARRA","RIO EBRO","",30.8,RE-000645,Eólica,b.2.1,2001-01-23,,2025-05-22,-1.674886999999933,42.096737000000125
15977,"PARQUE EOLICO MONTES DE CIERZO I",3,"NAVARRA Tudela",INE312325,"Navarra","NAVARRA","RIO EBRO","",29.67,RE-000644 y 2 más,Eólica,b.2.1,2007-03-01,,2025-05-22,-1.6691419999999708,42.09953300000008
15978,"PARQUE EOLICO CORRAL DEL MOLINO II",1,"NAVARRA Tudela",INE312325,"Navarra","NAVARRA","RIU LLOBREGAT","",29,RE-114399,Eólica,b.2.1,2023-09-25,,2025-05-22,1.666667000000109,42.10108300000006
16065,"P.E. TXUTXU",2,"NAVARRA Ujué/Uxue",INE312359,"Navarra","NAVARRA","RIO EBRO","",17.4,RE-004032 y 1 más,Eólica,b.2.1,2005-01-31,,2025-05-22,-1.5157759999999105,42.54094300000007
16066,"P.E.EXPERIMENTAL LOS CERROS",1,"NAVARRA Unzué/Untzue",INE312384,"Navarra","NAVARRA","RIO EBRO","",4.5,RE-003939,Eólica,b.2.1,2003-06-05,,2025-05-22,-1.648888999999891,42.64972200000007
16067,"P.E. SAN ESTEBAN  FASE 2",3,"NAVARRA Unzué/Untzue",INE312384,"Navarra","NAVARRA","RIO EBRO","",42.05,RE-002262 y 2 más,Eólica,b.2.1,2004-07-31,,2025-05-22,-1.649039999999918,42.649906000000044
16068,"P.E. ECHAGÜE",1,"NAVARRA Unzué/Untzue",INE312384,"Navarra","NAVARRA","RIO EBRO","",23.1,RE-000132,Eólica,b.2.1,1998-05-22,,2025-05-22,-1.594999999999953,42.671667000000085
16069,"P. E.  ALAIZ Y AMPLIACION",3,"NAVARRA Unzué/Untzue",INE312384,"Navarra","NAVARRA","RIO EBRO","",33.19,RE-0279/RE-2562 y 2 más,Eólica,b.2.1,1998-07-29,,2025-05-22,-1.572347999999987,42.68038900000015
16104,"PARQUE EOLICO CAVAR 3A",2,"NAVARRA Valtierra",INE312495,"Navarra","NAVARRA","RIO EBRO","",55.44,RE-113108 y 1 más,Eólica,b.2.1,2020-05-12,,2025-05-22,-1.6507929999999786,42.22363500000009
16169,"P.E. LAROUCO",2,"OURENSE Baltar",INE320052,"Ourense","OURENSE","RIO LIMIA","",41.65,RE-003788 y 1 más,Eólica,b.2.1,2002-11-26,,2025-05-22,-7.638818999999948,41.95175300000012
16173,"P.E. O VIEIRO",3,"OURENSE Bande",INE320065,"Ourense","OURENSE","RIO MIÑO","",19.6,RE-100239 y 2 más,Eólica,b.2.1,2008-09-23,,2025-05-22,-7.943332999999902,42.145833000000046
16204,"P.E. SERRA DO BURGO Y AMPLIACION(11050 kW,31/5/05)",2,"OURENSE Chandrexa de Queixa",INE320296,"Ourense","OURENSE","RIO MIÑO","",27.2,RE-003504 y 1 más,Eólica,b.2.1,2002-07-03,,2025-05-22,-7.403450999999939,42.327026000000025
16205,"P.E. PENA DA CRUZ Y AMPLIACION",2,"OURENSE Chandrexa de Queixa",INE320296,"Ourense","OURENSE","RIO MIÑO","",22.95,RE-003506 y 1 más,Eólica,b.2.1,2002-07-11,,2025-05-22,-7.377580999999968,42.330907000000025
16212,"P.E. IRIXO FASE I",2,"OURENSE Irixo, O",INE320356,"Ourense","OURENSE","RIO MIÑO","",19.8,RE-015760 y 1 más,Eólica,b.2.1,2007-09-21,,2025-05-22,-8.066388999999962,42.49277800000008
16227,"P. E. DEVA (ampliación 11400 Kw, 2/6/03)",3,"OURENSE Melón",INE320467,"Ourense","OURENSE","RIO MIÑO","",39.6,RE-003507 y 2 más,Eólica,b.2.1,2002-12-12,,2025-05-22,-8.260266999999926,42.30472700000009
16234,"P.E. SIL (modifi. 13/9/2004)",2,"OURENSE Montederramo",INE320492,"Ourense","OURENSE","RIO MIÑO","",49.24,RE-003086 y 1 más,Eólica,b.2.1,2002-02-26,,2025-05-22,-7.634166999999914,42.311667000000114
16238,"PENOGUEIRA",1,"OURENSE Nogueira de Ramuín",INE320527,"Ourense","OURENSE","RIO MIÑO","",2.55,RE-109449,Eólica,b.2.1,2012-07-26,,2025-05-22,-7.594999999999981,42.29972200000004
16239,"P.E. AMPLIACION DE SIL",2,"OURENSE Nogueira de Ramuín",INE320527,"Ourense","OURENSE","RIO MIÑO","",40,RE-012872 y 1 más,Eólica,b.2.1,2007-04-26,,2025-05-22,-7.609999999999958,42.29972200000004
16244,"P.E.BIDUEROS 1ªFASE",3,"OURENSE Ourense",INE320548,"Ourense","OURENSE","RIO MIÑO","",37.7,RE-009891 y 2 más,Eólica,b.2.1,2007-02-07,,2025-05-22,-8.292209999999912,42.34839100000007
16319,"PARQUE EOLICO PENA EL SANTO",2,"PALENCIA Aguilar de Campoo",INE340040,"Palencia","PALENCIA","RIO DUERO","",8,RE-002083 y 1 más,Eólica,b.2.1,2013-02-25,,2025-05-22,-4.2619439999999695,42.7930560000001
16320,"P.E. LA RUYA",1,"PALENCIA Aguilar de Campoo",INE340040,"Palencia","PALENCIA","RIO DUERO","",1.6,RE-001361,Eólica,b.2.1,2002-11-12,,2025-05-22,-4.410143999999902,42.81680400000003
16337,"DEHESILLA I",1,"PALENCIA Ampudia",INE340105,"Palencia","PALENCIA","RIO DUERO","",46.875,RE-104291,Eólica,b.2.1,2010-11-18,,2025-05-22,-4.755524999999966,41.866635000000045
16338,"DEHESILLA II",1,"PALENCIA Ampudia",INE340105,"Palencia","PALENCIA","RIO DUERO","",46.875,RE-104292,Eólica,b.2.1,2010-11-18,,2025-05-22,-4.783981999999982,41.86739100000003
16339,"P.E. ESQUILEO I",1,"PALENCIA Ampudia",INE340105,"Palencia","PALENCIA","RIO DUERO","",46.875,RE-104290,Eólica,b.2.1,2010-11-11,,2025-05-22,-4.802304999999911,41.87244800000009
16340,"P.E. LA ALCONADA",1,"PALENCIA Ampudia",INE340105,"Palencia","PALENCIA","RIO DUERO","",4.5,RE-004901,Eólica,b.2.1,2007-12-18,,2025-05-22,-4.779999999999922,41.909722000000066
16341,"P.E. CUESTA MAÑERA",1,"PALENCIA Ampudia",INE340105,"Palencia","PALENCIA","RIO DUERO","",49.5,RE-003308,Eólica,b.2.1,2007-12-20,,2025-05-22,-4.76598199999995,41.9355360000001
16342,"P.E. LA MUÑECA",1,"PALENCIA Ampudia",INE340105,"Palencia","PALENCIA","RIO DUERO","",40.5,RE-003310,Eólica,b.2.1,2007-12-18,,2025-05-22,-4.748513999999914,41.95089500000007
16344,"P.E. CHAMBON (2ª fase 30/12/2004)",2,"PALENCIA Astudillo",INE340170,"Palencia","PALENCIA","RIO DUERO","",33.15,RE-002305 y 1 más,Eólica,b.2.1,2004-10-08,,2025-05-22,-4.278332999999983,42.17000000000006
16345,"P. E.  CARRASQUILLO",1,"PALENCIA Astudillo",INE340170,"Palencia","PALENCIA","RIO DUERO","",49.3,RE-001862,Eólica,b.2.1,2003-03-28,,2025-05-22,-4.285517999999919,42.23388500000002
16354,"PARAMO DE BARRIL",3,"PALENCIA Baltanás",INE340225,"Palencia","PALENCIA","RIO DUERO","",126.4,RE-115136 y 2 más,Eólica,b.2.1,2024-11-04,,2025-05-22,-4.2174439999999604,41.90102800000012
16355,"CELADA FUSION",1,"PALENCIA Baltanás",INE340225,"Palencia","PALENCIA","RIO DUERO","",48,RE-113636,Eólica,b.2.1,2022-02-17,,2025-05-22,-4.203953999999953,42.00947800000006
16358,"PARQUE EOLICO EL PICAL",1,"PALENCIA Barruelo de Santullán",INE340278,"Palencia","PALENCIA","RIO DUERO","",19.8,RE-001999,Eólica,b.2.1,2001-05-17,,2025-05-22,-4.26972199999988,42.90972200000004
16368,"AMPLILACION BECERRIL",1,"PALENCIA Becerril de Campos",INE340297,"Palencia","PALENCIA","RIO DUERO","",2,RE-112504,Eólica,b.2.1,2016-12-21,,2025-05-22,-4.618774999999922,42.10833900000005
16369,"P.E.BECERRIL",1,"PALENCIA Becerril de Campos",INE340297,"Palencia","PALENCIA","RIO DUERO","",6,RE-100152,Eólica,b.2.1,2009-03-31,,2025-05-22,-4.635511999999938,42.12809500000004
16382,"P.E. CRUZ DE CARRUTERO",2,"PALENCIA Cardeñosa de Volpejera",INE340468,"Palencia","PALENCIA","RIO DUERO","",40,RE-004857 y 1 más,Eólica,b.2.1,2010-08-24,,2025-05-22,-4.705692999999904,42.245280000000044
16411,"P.E.DUEÑAS",1,"PALENCIA Dueñas",INE340698,"Palencia","PALENCIA","RIO DUERO","",3.4,RE-004881,Eólica,b.2.1,2006-03-31,,2025-05-22,-4.549721999999965,41.88000000000004
16440,"CASA VIEJA",1,"PALENCIA Fuentes de Valdepero",INE340777,"Palencia","PALENCIA","RIO DUERO","",48,RE-115386,Eólica,b.2.1,2025-03-28,,2025-05-22,-4.449999999999904,42.00000000000016
16441,"P.E. VALDEPERO",1,"PALENCIA Fuentes de Valdepero",INE340777,"Palencia","PALENCIA","RIO DUERO","",30,RE-002066,Eólica,b.2.1,2007-04-27,,2025-05-22,-4.530555999999935,42.0108330000001
16442,"Rodal",2,"PALENCIA Fuentes de Valdepero",INE340777,"Palencia","PALENCIA","RIO DUERO","",8.5,RE-109117 y 1 más,Eólica,b.2.1,2012-04-03,,2025-05-22,-4.489999999999965,42.059722000000136
16443,"EL RASO",1,"PALENCIA Fuentes de Valdepero",INE340777,"Palencia","PALENCIA","RIO DUERO","",4.5,RE-002317,Eólica,b.2.1,2012-03-23,,2025-05-22,-4.499443999999893,42.07333300000008
16444,"La Cotorra",1,"PALENCIA Fuentes de Valdepero",INE340777,"Palencia","PALENCIA","RIO DUERO","",1.5,RE-109118,Eólica,b.2.1,2012-04-12,,2025-05-22,-4.463524999999959,42.07821200000009
16454,"P.E. GRIJOTA",1,"PALENCIA Grijota",INE340796,"Palencia","PALENCIA","RIO DUERO","",4.98,RE-004882,Eólica,b.2.1,2007-03-20,,2025-05-22,-4.489999999999965,42.10972200000008
16476,"P. E. CELADA V",1,"PALENCIA Herrera de Valdecañas",INE340843,"Palencia","PALENCIA","RIO DUERO","",26,RE-003127,Eólica,b.2.1,2009-11-01,,2025-05-22,-4.193523999999957,42.04088500000006
16479,"PE EL REBOLLAR",1,"PALENCIA Hontoria de Cerrato",INE340869,"Palencia","PALENCIA","RIO DUERO","",4.995,RE-109500,Eólica,b.2.1,2012-06-27,,2025-05-22,-4.440832999999957,41.91055600000007
16480,"P. E. ANGOSTILLOS",1,"PALENCIA Hornillos de Cerrato",INE340875,"Palencia","PALENCIA","RIO DUERO","",28,RE-003263,Eólica,b.2.1,2007-04-27,,2025-05-22,-4.256512999999918,41.96084300000009
16481,"P.E. EL CUADRON",1,"PALENCIA Hornillos de Cerrato",INE340875,"Palencia","PALENCIA","RIO DUERO","",22,RE-003122,Eólica,b.2.1,2007-11-22,,2025-05-22,-4.239455999999946,41.978971000000065
16482,"P.E. PARAMO DE ANGOSTILLOS",1,"PALENCIA Hornillos de Cerrato",INE340875,"Palencia","PALENCIA","RIO DUERO","",26,RE-003679,Eólica,b.2.1,2008-05-28,,2025-05-22,-4.308557999999957,41.98103700000005
16483,"P.E. HORNILLOS",1,"PALENCIA Hornillos de Cerrato",INE340875,"Palencia","PALENCIA","RIO DUERO","",26,RE-003121,Eólica,b.2.1,2007-11-22,,2025-05-22,-4.230865999999885,41.99454100000009
16484,"P. E. ENCINEDO",1,"PALENCIA Hornillos de Cerrato",INE340875,"Palencia","PALENCIA","RIO DUERO","",30,RE-003120,Eólica,b.2.1,2007-04-27,,2025-05-22,-4.2726279999999575,41.99974600000011
16485,"PARQUE EOLICO CELADA I",1,"PALENCIA Hornillos de Cerrato",INE340875,"Palencia","PALENCIA","RIO DUERO","",34,RE-101409,Eólica,b.2.1,2009-11-01,,2025-05-22,-4.239166999999907,42.015833000000036
16493,"P.E. DOS PICOS",1,"PALENCIA Magaz de Pisuerga",INE340989,"Palencia","PALENCIA","RIO DUERO","",1.6,RE-002318,Eólica,b.2.1,2003-12-05,,2025-05-22,-4.429721999999919,41.979722000000045
16494,"Valdehorno",1,"PALENCIA Magaz de Pisuerga",INE340989,"Palencia","PALENCIA","RIO DUERO","",8,RE-108768,Eólica,b.2.1,2012-03-09,,2025-05-22,-4.427499999999923,41.98250000000015
16495,"P.E.MAGAZ",1,"PALENCIA Magaz de Pisuerga",INE340989,"Palencia","PALENCIA","RIO DUERO","",30,RE-003231,Eólica,b.2.1,2009-03-31,,2025-05-22,-4.478759999999933,41.98543000000011
16496,"P.E. TRES PICOS",1,"PALENCIA Magaz de Pisuerga",INE340989,"Palencia","PALENCIA","RIO DUERO","",2.4,RE-2318A,Eólica,b.2.1,2004-12-15,,2025-05-22,-4.490277999999903,41.997222000000114
16505,"P.E. EL TERUELO",1,"PALENCIA Melgar de Yuso",INE341049,"Palencia","PALENCIA","RIO DUERO","",43.35,RE-002319,Eólica,b.2.1,2004-02-12,,2025-05-22,-4.269948999999916,42.220271000000025
16508,"ALTO DEL POCILLO",3,"PALENCIA Monzón de Campos",INE341087,"Palencia","PALENCIA","RIO DUERO","",18,RE-004870 y 2 más,Eólica,b.2.1,2012-04-24,,2025-05-22,-4.489999999999965,42.118889000000095
16564,"ENCINILLAS",1,"PALENCIA Paredes de Nava",INE341230,"Palencia","PALENCIA","RIO DUERO","",23.38,RE-113179,Eólica,b.2.1,2020-07-20,,2025-05-22,-4.688091999999912,42.21304300000004
16565,"LAS TADEAS",1,"PALENCIA Paredes de Nava",INE341230,"Palencia","PALENCIA","RIO DUERO","",39.05,RE-113147,Eólica,b.2.1,2020-03-19,,2025-05-22,-4.689129999999974,42.21597200000015
16577,"Parque experimental Poblacin de Cerrato Fase I",1,"PALENCIA Población de Cerrato",INE341338,"Palencia","PALENCIA","RIO DUERO","",0.15,RE-103761,Eólica,b.2.1,2010-11-04,,2025-05-22,-4.423417999999973,41.78212700000008
16580,"P.E. DEHESA DE TABLARES",1,"PALENCIA Puebla de Valdavia, La",INE341408,"Palencia","PALENCIA","RIO DUERO","",0.85,RE-003312,Eólica,b.2.1,2007-11-28,,2025-05-22,-4.622221999999946,42.6894440000001
16611,"P.E. EL CASTRE",1,"PALENCIA Torremormojón",INE341842,"Palencia","PALENCIA","RIO DUERO","",25.6,RE-003080,Eólica,b.2.1,2009-09-11,,2025-05-22,-4.753055999999949,41.97250000000008
16614,"SAN CEBRIAN",1,"PALENCIA Valbuena de Pisuerga",INE341868,"Palencia","PALENCIA","RIO DUERO","",40.5,RE-115217,Eólica,b.2.1,2024-12-27,,2025-05-22,-4.183999999999888,42.16697200000004
16676,"AEROGENERADOR CUEVA BLANCA",2,"PALMAS, LAS Agaete",INE350017,"Las Palmas","PALMAS, LAS","BARRANCO DE AGAETE","",2.15,RE-001283 y 1 más,Eólica,b.2.1,1998-01-01,,2025-05-22,-15.691318999999933,28.1038780000001
16678,"PLATAFORMA DE ENSAYO I+D+i AEROGENERADOR 5 MWI",1,"PALMAS, LAS Agüimes",INE350022,"Las Palmas","PALMAS, LAS","","",5,RE-111757,Eólica,b.2.1,2013-07-25,,2025-05-22,-15.396970999999908,27.8454470000001
16679,"PARQUE EOLICO ARINAGA",2,"PALMAS, LAS Agüimes",INE350022,"Las Palmas","PALMAS, LAS","BARRANCO DE BALOS","",0.86,RE-001245 y 1 más,Eólica,b.2.1,1998-01-01,,2025-05-22,-15.40727399999996,27.8515610000001
16680,"PARQUE EOLICO CONCASUR",1,"PALMAS, LAS Agüimes",INE350022,"Las Palmas","PALMAS, LAS","BARRANCO DE BALOS","",0.6,RE-006614,Eólica,b.2.1,2005-02-18,,2025-05-22,-15.417248999999927,27.858088000000045
16681,"PARQUE ELICO SEINCO",1,"PALMAS, LAS Agüimes",INE350022,"Las Palmas","PALMAS, LAS","BARRANCO DE GUERRA","",0.1,RE-107406,Eólica,b.2.1,2009-11-01,,2025-05-22,-15.408546999999919,27.86249300000007
16682,"P.EOLICO DE 800 KW. PESBAN",1,"PALMAS, LAS Agüimes",INE350022,"Las Palmas","PALMAS, LAS","BARRANCO DE BALOS","",0.8,RE-009777,Eólica,b.2.1,2006-07-31,,2025-05-22,-15.426852999999936,27.86296700000006
16683,"P. E. ARINAGA (ampliación 450 kw, 27/11/03)",1,"PALMAS, LAS Agüimes",INE350022,"Las Palmas","PALMAS, LAS","BARRANCO DE GUERRA","",0.9,RE-003947,Eólica,b.2.1,1998-01-01,,2025-05-22,-15.419072999999978,27.86310500000011
16684,"P.E.CARRETERA DE ARINAGA",1,"PALMAS, LAS Agüimes",INE350022,"Las Palmas","PALMAS, LAS","BARRANCO DE GUERRA","",0.96,RE-003182,Eólica,b.2.1,2002-05-17,,2025-05-22,-15.408032999999927,27.864070000000023
