feature_type,source,name,operator,capacity_mw,latitude,longitude
generator,wind,Enercon E70/2000,Ventuno - Capo Rizzuto,2.0,38.9627947,17.1514022
generator,wind,Enercon E70/2000,Ventuno - Capo Rizzuto,2.0,38.9628561,17.1274329
generator,wind,Enercon E70/2000,Ventuno - Capo Rizzuto,2.0,38.9644583,17.1491797
generator,wind,Enercon E70/2000,Ventuno - Capo Rizzuto,2.0,38.9649158,17.1558334
generator,wind,Enercon E70/2000,Ventuno - Capo Rizzuto,2.0,38.9661097,17.1471951
generator,wind,Enercon E70/2000,Ventuno - Capo Rizzuto,2.0,38.9665152,17.130568
generator,wind,Enercon E70/2000,Ventuno - Capo Rizzuto,2.0,38.9665685,17.1373063
generator,wind,Enercon E70/2000,Ventuno - Capo Rizzuto,2.0,38.9668265,17.1539655
generator,wind,Enercon E70/2000,Ventuno - Capo Rizzuto,2.0,38.9677811,17.1452525
generator,wind,Enercon E70/2000,Ventuno - Capo Rizzuto,2.0,38.9691801,17.1352916
generator,wind,Enercon E70/2000,Ventuno - Capo Rizzuto,2.0,38.9691721,17.1525074
generator,wind,Enercon E70/2000,Ventuno - Capo Rizzuto,2.0,38.9697143,17.1494484
generator,wind,Enercon E70/2000,Ventuno - Capo Rizzuto,2.0,38.9699901,17.1424896
generator,wind,Enercon E70/2000,Ventuno - Capo Rizzuto,2.0,38.9720965,17.1393908
generator,wind,Enercon E70/2000,Ventuno - Capo Rizzuto,2.0,38.9729242,17.1352917
generator,wind,Enercon E70/2000,Ventuno - Capo Rizzuto,2.0,38.9777672,17.1386115
generator,wind,Enercon E70/2000,Ventuno - Capo Rizzuto,2.0,38.9814348,17.1467925
generator,wind,Enercon E70/2000,Ventuno - Capo Rizzuto,2.0,38.9825251,17.1439637
generator,wind,Enercon E70/2000,Ventuno - Capo Rizzuto,2.0,38.9836117,17.1391788
generator,wind,,,2.0,37.8618702,14.3929985
generator,wind,,,2.0,37.8717991,14.383671
generator,wind,,,2.0,37.872768,14.3779456
generator,wind,,,2.0,37.896581,14.3659542
generator,wind,,,2.0,37.897936,14.3567807
generator,wind,,,2.0,37.8980207,14.3595492
generator,wind,,,2.0,37.8990398,14.3497793
generator,wind,,,2.0,37.8995225,14.352317
generator,wind,,,2.0,37.906994,14.3532002
generator,wind,,,2.0,37.910311,14.353846
generator,wind,,,2.0,37.915753,14.3547556
generator,wind,,,2.0,37.880558,14.3736175
generator,wind,,,2.0,37.8918189,14.3731911
generator,wind,,,2.0,37.8938804,14.3710828
generator,wind,,,2.0,37.8953282,14.3686578
generator,wind,Vestas V90,,2.0,41.622782,15.568412
generator,wind,Vestas V90,,2.0,41.623169,15.581569
generator,wind,Vestas V90,,2.0,41.62395,15.593948
generator,wind,Vestas V90,,2.0,41.627232,15.596991
generator,wind,Vestas V90,,2.0,41.627271,15.558802
generator,wind,Vestas V90,,2.0,41.628541,15.60393
generator,wind,Vestas V90,,2.0,41.629734,15.561708
generator,wind,Vestas V90,,2.0,41.630237,15.589391
generator,wind,Vestas V90,,2.0,41.630571,15.598583
generator,wind,Vestas V90,,2.0,41.631985,15.56462
generator,wind,Vestas V90,,2.0,41.633678,15.554757
generator,wind,Vestas V90,,2.0,41.633985,15.560296
generator,wind,Vestas V90,,2.0,41.634463,15.590391
generator,wind,Vestas V90,,2.0,41.637919,15.592445
generator,wind,Vestas V90,,2.0,41.638612,15.552427
generator,wind,Vestas V90,,2.0,41.638803,15.565762
generator,wind,Vestas V90,,2.0,41.639284,15.587063
generator,wind,Vestas V90,,2.0,41.64089,15.561971
generator,wind,Vestas V90,,2.0,41.643831,15.556669
generator,wind,,,2.0,45.56107,10.8088456
generator,wind,,,2.0,45.5587338,10.812873
generator,wind,R92498,,2.0,45.5577082,10.8156866
generator,wind,R92494,,2.0,45.5577466,10.8189732
generator,wind,,,2.0,44.3051494,8.3383487
generator,wind,,,2.0,44.3070752,8.3380186
generator,wind,,,2.0,44.3090952,8.338376
generator,wind,,,2.0,44.3109363,8.3391604
generator,wind,,,2.0,44.3139378,8.3381047
generator,wind,Parco Eolico Tivano Torre T21,,2.0,41.0391289,15.8135124
generator,wind,Parco Eolico Tivano Torre T22,,2.0,41.038899,15.808613
generator,wind,Parco Eolico Tivano Torre T09,,2.0,41.040057,15.817561
generator,wind,Parco Eolico Tivano Torre T14,,2.0,41.026811,15.7964
generator,wind,Parco Eolico Tivano Torre T05,,2.0,41.035538,15.803191
generator,wind,Parco Eolico Tivano Torre T28,,2.0,41.029158,15.799628
generator,wind,Parco Eolico Tivano Torre T27,,2.0,41.0323957,15.8011925
generator,wind,Parco Eolico San Mauro Torre T01,,2.0,41.0615997,15.82822
generator,wind,Parco Eolico San Mauro Torre T06,,2.0,41.0649042,15.8484661
generator,wind,Parco Eolico San Mauro Torre T03,,2.0,41.0627283,15.8444718
generator,wind,Parco Eolico San Mauro Torre T24,,2.0,41.0608196,15.8414253
generator,wind,Parco Eolico San Mauro Torre T02,,2.0,41.0591593,15.8347112
generator,wind,Parco Eolico San Mauro Torre T07,,2.0,41.0658619,15.8529658
generator,wind,Parco Eolico San Mauro Torre T25,,2.0,41.0614287,15.8373678
generator,wind,,Iberdrola,2.0,41.8524068,14.5601603
generator,wind,,Iberdrola,2.0,41.8557951,14.5587871
generator,wind,,Iberdrola,2.0,41.8570737,14.5747945
generator,wind,,Iberdrola,2.0,41.8550244,14.576566
generator,wind,,Iberdrola,2.0,41.8513661,14.5769712
generator,wind,,,2.0,40.7268255,16.056094
generator,wind,,,2.0,40.7241751,16.0600824
generator,wind,,,2.0,40.7241621,16.0647087
generator,wind,,,2.0,40.7236547,16.068777
generator,wind,,,2.0,40.7234206,16.0731458
generator,wind,,,2.0,40.7215797,16.0777635
generator,wind,,,2.0,41.3970112,14.7618047
generator,wind,,,2.0,41.3933968,14.7602509
generator,wind,,,2.0,41.39025,14.7614446
generator,wind,,,2.0,41.3922428,14.7661015
generator,wind,,,2.0,41.3900293,14.7681106
generator,wind,,,2.0,41.37993,14.7637849
generator,wind,,,2.0,41.3766214,14.7644285
generator,wind,,,2.0,41.3751726,14.7676739
generator,wind,,,2.0,41.3832384,14.8058377
generator,wind,,,2.0,41.3840912,14.8024554
generator,wind,,,2.0,41.3867213,14.8037563
generator,wind,,,2.0,41.4104314,14.7757925
generator,wind,,,2.0,41.4111942,14.7714466
generator,wind,,C.V.A. S.p.A.,2.0,42.5068147,11.8524287
generator,wind,,,2.0,40.6844172,15.7532412
generator,wind,,,2.0,40.6871589,15.7532304
generator,wind,,,2.0,40.6856905,15.7451892
generator,wind,,,2.0,40.6829853,15.7450283
generator,wind,,,2.0,40.6880823,15.7431722
generator,wind,,,2.0,40.6907384,15.7425016
generator,wind,,,2.0,40.6926298,15.7484776
generator,wind,,,2.0,40.6962985,15.74763
generator,wind,,,2.0,40.7017076,15.7433653
generator,wind,,,2.0,40.7040826,15.7453877
generator,wind,,,2.0,42.4386947,11.7812877
generator,wind,,,2.0,42.4346046,11.7899984
generator,wind,,,2.0,42.4351453,11.7961899
generator,wind,,,2.0,42.4339192,11.8031835
generator,wind,,,2.0,42.4407974,11.7941621
generator,wind,,,2.0,42.4322499,11.7661012
generator,wind,,,2.0,42.4349053,11.7714197
generator,wind,,,2.0,42.4460772,11.787867
generator,wind,,,2.0,42.4514735,11.7912839
generator,wind,,,2.0,41.3108686,15.0255261
generator,wind,,RWE,2.0,41.0710642,14.4481876
generator,wind,,RWE,2.0,41.0708803,14.4512203
generator,wind,,RWE,2.0,41.0710602,14.4540913
generator,wind,,RWE,2.0,41.0711451,14.4569521
generator,wind,,RWE,2.0,41.0712733,14.4593616
generator,wind,,RWE,2.0,41.071531,14.4616886
generator,wind,,,2.0,40.8723672,16.0550685
generator,wind,,,2.0,40.8835499,16.0687031
generator,wind,,,2.0,40.8858617,16.0722889
generator,wind,,,2.0,40.8872448,16.0770338
generator,wind,,,2.0,40.8893859,16.0807909
generator,wind,,,2.0,40.8873145,16.0875611
generator,wind,,,2.0,41.2602796,15.6819453
generator,wind,,,2.0,41.2628063,15.6852528
generator,wind,,,2.0,41.2643613,15.6910904
generator,wind,,,2.0,41.2638909,15.697142
generator,wind,,,2.0,41.2595792,15.6930283
generator,wind,,,2.0,41.2591809,15.7015232
generator,wind,,,2.0,41.2555307,15.6982577
generator,wind,,,2.0,41.2696173,15.6867995
generator,wind,,,2.0,41.2690347,15.6908285
generator,wind,,,2.0,41.2724466,15.6927972
generator,wind,,,2.0,40.7712915,16.0503665
generator,wind,,,2.0,40.770352,16.0591514
generator,wind,,,2.0,40.7730527,16.0704279
generator,wind,,,2.0,40.768235,16.0726251
generator,wind,,,2.0,40.7657725,16.0621038
generator,wind,,,2.0,40.7569565,16.0559394
generator,wind,,,2.0,40.7558749,16.0624267
generator,wind,,,2.0,40.7548596,16.0709965
generator,wind,,,2.0,40.7555082,16.1031064
generator,wind,,,2.0,40.758176,16.0957579
generator,wind,,,2.0,41.2424621,15.4659428
generator,wind,,,2.0,41.2447358,15.462939
generator,wind,,,2.0,41.2522049,15.4555737
generator,wind,,,2.0,41.2553169,15.4548709
generator,wind,,,2.0,41.2565826,15.4626848
generator,wind,,,2.0,41.2538932,15.4647132
generator,wind,,,2.0,41.2613122,15.461377
generator,wind,,,2.0,41.2650571,15.460848
generator,wind,,,2.0,41.2643836,15.4544301
generator,wind,,,2.0,41.2611803,15.4474861
generator,wind,,,2.0,41.259277,15.4437287
generator,wind,,,2.0,41.2667009,15.4487881
generator,wind,,,2.0,41.2566647,15.4388772
generator,wind,,C.V.A. S.p.A.,2.0,42.5179584,11.79913
generator,wind,,,2.0,40.8701036,16.0444934
generator,wind,,,2.0,40.8735613,16.0469445
generator,wind,,,2.0,40.8757429,16.0573068
generator,wind,,,2.0,40.8797945,16.0540325
generator,wind,,,2.0,40.8813871,16.0583405
generator,wind,,,2.0,42.5074131,11.887929
generator,wind,,,2.0,42.506111,11.8926859
generator,wind,,,2.0,42.5192968,11.8714594
generator,wind,,,2.0,40.6977669,15.7464544
generator,wind,,,2.0,40.683713,15.7498508
generator,wind,,,2.0,40.6838147,15.748928
generator,wind,,,2.0,40.6760925,15.7574735
generator,wind,,,2.0,40.6754656,15.7576416
generator,wind,,,2.0,40.6751752,15.7586924
generator,wind,,,2.0,40.6750684,15.759664
generator,wind,,,2.0,40.674239,15.7583297
generator,wind,,,2.0,40.6738525,15.759795
generator,wind,,,2.0,40.6747248,15.760701
generator,wind,,,2.0,40.6736458,15.761246
generator,wind,,,2.0,40.6731223,15.7616778
generator,wind,,,2.0,40.6744296,15.7616389
generator,wind,,,2.0,40.6743464,15.7623007
generator,wind,,,2.0,40.6740323,15.7635147
generator,wind,,,2.0,40.6733425,15.76544
generator,wind,,,2.0,40.6740108,15.7660983
generator,wind,,,2.0,40.6746443,15.765755
generator,wind,,,2.0,40.6753019,15.766845
generator,wind,,,2.0,40.6758844,15.7662186
generator,wind,,,2.0,40.6765474,15.7667743
generator,wind,,,2.0,40.6762629,15.7675529
generator,wind,,,2.0,40.6766172,15.7683138
generator,wind,,,2.0,40.6755999,15.7678396
generator,wind,,,2.0,40.6749261,15.7674113
generator,wind,,,2.0,40.6743088,15.7670893
generator,wind,,,2.0,40.6737317,15.7666646
generator,wind,,,2.0,40.6772211,15.768643
generator,wind,,,2.0,40.6770413,15.7647994
generator,wind,,,2.0,40.6772855,15.7709541
generator,wind,,,2.0,40.6768077,15.7703665
generator,wind,,,2.0,40.6761528,15.7701648
generator,wind,,,2.0,40.6757046,15.7693579
generator,wind,,,2.0,40.6749261,15.7689013
generator,wind,,,2.0,40.6744698,15.768013
generator,wind,,,2.0,40.6735867,15.769234
generator,wind,,,2.0,40.6734364,15.7677582
generator,wind,,,2.0,40.6726982,15.766792
generator,wind,,,2.0,40.6716057,15.7666787
generator,wind,,,2.0,40.6710178,15.7670999
generator,wind,,,2.0,40.6719225,15.7682855
generator,wind,,,2.0,40.6714688,15.7690394
generator,wind,,,2.0,40.670642,15.7686784
generator,wind,,,2.0,40.6707736,15.77014
generator,wind,,,2.0,40.669936,15.7677829
generator,wind,,,2.0,40.6703306,15.7672131
generator,wind,,,2.0,40.6702635,15.7712584
generator,wind,,,2.0,40.6698877,15.7702144
generator,wind,,,2.0,40.669418,15.7705258
generator,wind,,,2.0,40.6694502,15.7716796
generator,wind,,,2.0,40.6699119,15.7719698
generator,wind,,,2.0,40.6710447,15.7716619
generator,wind,,,2.0,40.6717319,15.77203
generator,wind,,,2.0,40.670438,15.7724122
generator,wind,,,2.0,40.6721265,15.7713398
generator,wind,,,2.0,40.6686929,15.7725693
generator,wind,,,2.0,40.6694053,15.7755167
generator,wind,,,2.0,40.667944,15.7732199
generator,wind,,,2.0,40.667411,15.7732306
generator,wind,,,2.0,40.6673166,15.7715804
generator,wind,,,2.0,40.6663212,15.7726078
generator,wind,,,2.0,40.6657403,15.7729114
generator,wind,,,2.0,40.6660804,15.7736726
generator,wind,,,2.0,40.6654853,15.7739248
generator,wind,,,2.0,40.6649645,15.7742984
generator,wind,,,2.0,40.6643981,15.7744617
generator,wind,,,2.0,40.6637647,15.7740704
generator,wind,,,2.0,40.6713721,15.7757627
generator,wind,,,2.0,40.6710923,15.7769021
generator,wind,,,2.0,40.6667239,15.7582568
generator,wind,,,2.0,40.6664995,15.7569966
generator,wind,,,2.0,40.666822,15.7554869
plant,solar,,,2.0,44.6141078,11.0698938
plant,solar,,,2.0,44.572202,10.8247745
plant,solar,,,2.0,44.5850502,11.096593
plant,solar,,,2.0,46.0544001,13.4133828
generator,wind,,Santa Luce S.r.l.,1.8,43.4909751,10.5960501
generator,wind,,Santa Luce S.r.l.,1.8,43.4852795,10.5988914
generator,wind,,Santa Luce S.r.l.,1.8,43.4878058,10.5979081
generator,wind,,Santa Luce S.r.l.,1.8,43.4886403,10.59535
generator,wind,,Santa Luce S.r.l.,1.8,43.4834323,10.5996361
generator,wind,,Santa Luce S.r.l.,1.8,43.4750773,10.6035475
generator,wind,,Santa Luce S.r.l.,1.8,43.4767346,10.60434
generator,wind,,Santa Luce S.r.l.,1.8,43.4772942,10.5950634
generator,wind,,Santa Luce S.r.l.,1.8,43.4779993,10.6022667
generator,wind,,Santa Luce S.r.l.,1.8,43.4789112,10.6001519
generator,wind,,Santa Luce S.r.l.,1.8,43.48098,10.5993242
generator,wind,,Santa Luce S.r.l.,1.8,43.493139,10.5950656
generator,wind,,Santa Luce S.r.l.,1.8,43.4949893,10.594145
plant,solar,Parcheggio Fiabilandia,,1.8,44.0322465,12.6083468
plant,wind,Parco eolico di Montemignaio,Parco Eolico Montemignaio S.r.l.,1.8,43.7179055,11.5870415
generator,wind,,,1.75,40.8441183,8.2904497
generator,wind,,,1.75,40.842388,8.2900609
generator,wind,,,1.75,40.8413611,8.2952871
generator,wind,,,1.75,40.8399135,8.2893976
generator,wind,,,1.75,40.8383536,8.2943119
generator,wind,,,1.75,40.8377446,8.2897051
generator,wind,,,1.75,40.84,8.2927599
generator,wind,,,1.5,41.3115353,14.9740086
generator,wind,,,1.5,41.3118685,14.9775822
generator,wind,,,1.5,41.3130347,14.9763992
generator,wind,,,1.5,41.3144021,14.9735585
generator,wind,,Athena Investments,1.5,39.1988973,8.972707
generator,wind,,Athena Investments,1.5,39.199542,8.9746344
generator,wind,,Athena Investments,1.5,39.2018933,8.970377
generator,wind,,Athena Investments,1.5,39.20253,8.9723049
generator,wind,,Athena Investments,1.5,39.2046543,8.9680187
generator,wind,,Athena Investments,1.5,39.2053745,8.9701498
generator,wind,,Athena Investments,1.5,39.2076539,8.9787522
generator,wind,,Athena Investments,1.5,39.2076858,8.9656583
generator,wind,,Athena Investments,1.5,39.2082788,8.9806876
generator,wind,,Athena Investments,1.5,39.2083966,8.9677792
generator,wind,,Athena Investments,1.5,39.20889,8.9825915
generator,wind,,Athena Investments,1.5,39.2095128,8.9845219
generator,wind,,Athena Investments,1.5,39.2109895,8.9631673
generator,wind,,Athena Investments,1.5,39.211705,8.9653139
generator,wind,,Athena Investments,1.5,39.2124665,8.974865
generator,wind,,Athena Investments,1.5,39.2129666,8.9763335
generator,wind,,Cagliari I wind farm,1.5,39.2136276,8.9782641
generator,wind,,Athena Investments,1.5,39.2143433,8.9803947
generator,wind,,Athena Investments,1.5,39.2146012,8.9606561
generator,wind,,Athena Investments,1.5,39.2153352,8.9627697
generator,wind,,Athena Investments,1.5,39.21653,8.9718789
generator,wind,,Athena Investments,1.5,39.2172065,8.9739213
generator,wind,,Athena Investments,1.5,39.217921,8.976025
generator,wind,,Athena Investments,1.5,39.2179224,8.9588135
generator,wind,,Athena Investments,1.5,39.2186261,8.9609425
generator,wind,,Athena Investments,1.5,39.2191623,8.9797384
generator,wind,,Athena Investments,1.5,39.2198902,8.9819056
generator,wind,,Athena Investments,1.5,39.2206217,8.9840417
generator,wind,,Athena Investments,1.5,39.195845,8.9778613
generator,wind,,Athena Investments,1.5,39.1974216,8.976268
generator,wind,,,1.5,41.2332516,15.4615939
generator,wind,,,1.5,41.2303792,15.4627526
generator,wind,,,1.5,41.2327191,15.4672694
generator,wind,,,1.5,41.233171,15.4726767
generator,wind,,,1.5,41.2296772,15.4722798
generator,wind,,,1.5,41.2281683,15.4655099
generator,wind,,,1.5,41.2245856,15.465585
generator,wind,,,1.5,41.2257314,15.4618621
generator,wind,,,1.5,41.2275309,15.4559022
generator,wind,,,1.5,41.2304034,15.4547864
generator,wind,,,1.5,41.2330257,15.4500174
generator,wind,,,1.5,41.2300686,15.4501837
generator,wind,,,1.5,41.2484992,15.4447925
generator,wind,,,1.5,41.24666,15.4406726
generator,wind,,,1.5,41.2536535,15.4400182
generator,wind,,,1.5,41.2313941,15.4441077
generator,wind,,,1.1,40.3857473,16.1365105
generator,wind,,,1.1,40.3842253,16.1370874
generator,wind,,,1.1,40.3828732,16.1385699
generator,wind,,,1.0,41.2325023,15.8326885
generator,wind,,,1.0,41.2298121,15.8359183
generator,wind,,,1.0,41.4371885,15.7268857
generator,wind,,,1.0,41.4355476,15.7298039
generator,wind,,,1.0,41.6636721,15.5112912
generator,wind,,Leitwind,1.0,40.9797386,9.1346445
generator,wind,,Leitwind,1.0,40.7732054,8.9519045
generator,solar,,,1.0,45.5556924,9.2874202
plant,solar,,,1.0,43.8892364,10.2996833
generator,solar,Vecchienne,,1.0,43.1677352,10.8093941
plant,solar,Parco Alival 1,Alival Greenpower,1.0,43.8133905,10.6183691
generator,solar,,COGENERGY srl,1.0,44.5570624,10.825787
plant,solar,Impianto fotovoltaico di Milazzo,Edison,1.0,38.2048448,15.2565787
generator,solar,,,1.0,44.5509208,10.814934
plant,solar,,,1.0,43.2109142,12.660696
plant,solar,Impianto fotovoltaico di Cascine Bianche,Edison,1.0,44.7548157,8.536265
plant,solar,,,1.0,45.6744705,11.8195352
plant,solar,Centrale solare di Balangero,,1.0,45.2803973,7.5391972
generator,solar,,,1.0,45.3132646,10.171944
generator,solar,,,1.0,45.3140332,10.1837931
plant,solar,,,1.0,44.8422397,12.2842306
generator,solar,,,1.0,46.0868524,13.0069116
generator,solar,,,1.0,44.6042922,7.7656867
plant,solar,Parco Alival 2,Alival Greenpower,1.0,43.8123886,10.6184161
generator,solar,,,1.0,45.6227868,9.8846609
plant,solar,,,0.998,45.0261809,11.2562212
plant,solar,,Eni,0.995,37.057947,14.2794786
plant,solar,,Italsolar,0.994,43.4881159,10.5189138
generator,wind,Leitwind 77,,0.99,41.29023,15.386982
generator,wind,Leitwind 77,,0.99,41.291671,15.394308
plant,solar,Santa Maria in Selva,Rinnovabili Delle Marche s.r.l.,0.986,43.3320255,13.3913703
plant,solar,Centrale Fotovoltaica Treia 1 s.a.s. di Progetto Marche s.r.l.,,0.97,43.2729396,13.3118004
generator,wind,Parco Eolico Winderg Avigliano,,0.95,40.7547211,15.7576941
plant,solar,Parco fotovoltaico GESAM,GESAM,0.949,43.806531,10.6172837
generator,wind,PowerWind 56,,0.9,41.5499651,15.260932
generator,wind,PowerWind 56,,0.9,41.5407252,15.4008908
generator,wind,PW56,,0.9,41.1865332,15.441687
generator,wind,PW56,,0.9,41.149547,15.4927241
generator,wind,PW56,,0.9,41.1646282,15.5162202
generator,wind,PW56,,0.9,41.3356064,15.0781029
generator,wind,PW56,,0.9,41.3992886,15.1054936
generator,wind,PW56,,0.9,41.3973298,15.1008762
generator,wind,PW56,,0.9,40.5056122,17.9765974
generator,wind,PW56,,0.9,40.5100406,17.9815258
generator,wind,PW56,,0.9,40.5629233,17.977968
generator,wind,PW56,,0.9,40.5643904,17.9799636
generator,wind,PW56,,0.9,40.5645697,17.983944
generator,wind,PowerWind 56,,0.9,41.5318365,15.4333753
generator,wind,PowerWind 56,,0.9,41.4530025,15.3368156
generator,wind,PowerWind 56,,0.9,40.5852719,17.2559255
generator,wind,PowerWind 56,,0.9,41.1880808,16.0088874
generator,wind,PowerWind56,,0.9,40.509625,17.4993065
generator,wind,PowerWind 56,,0.9,41.4332379,15.6607858
generator,wind,PowerWind 56,,0.9,41.435018,15.3249
generator,wind,PowerWind 56,,0.9,41.4348313,15.66159
generator,wind,PowerWind 56,,0.9,41.1623984,15.6394225
generator,wind,PowerWind 56,,0.9,41.1609592,15.6375811
generator,wind,PowerWind 56,,0.9,41.6496408,15.3431806
generator,wind,PowerWind 56,,0.9,41.5709191,15.3394135
generator,wind,PowerWind 56,,0.9,40.2998024,18.0263664
generator,wind,PowerWind 56,,0.9,40.6021582,17.3006456
generator,wind,PowerWind 56,,0.9,41.4918008,15.4675256
generator,wind,PowerWind 56,,0.9,41.432488,15.29696
generator,wind,PowerWind 56,,0.9,41.4307343,15.3406359
generator,wind,,,0.9,41.3454811,15.070041
generator,wind,,,0.9,41.3341244,15.0724132
generator,wind,PW56,,0.9,41.3314493,15.0784971
generator,wind,,,0.9,41.3361262,15.0754725
generator,wind,,,0.9,41.3326441,15.0743846
generator,wind,,,0.9,41.3424396,15.0669082
generator,wind,,,0.9,41.333341,15.0734459
generator,wind,,,0.9,41.3496987,15.0684891
generator,wind,,,0.9,41.3378671,15.0736915
generator,wind,,,0.9,41.3430478,15.0705383
generator,wind,Enercon E53,Enercon,0.9,41.472422,15.463896
generator,wind,,,0.9,41.336266,15.07068
generator,wind,,,0.9,41.3374905,15.0698914
generator,wind,,,0.9,41.3267415,14.9929447
plant,solar,Impianto fotovoltaico Collevago,,0.9,43.3429391,13.3481073
plant,solar,,Energy Solar Srl,0.8742,42.2327159,14.1279405
generator,solar,,,0.869,45.1856364,7.899176
generator,wind,,,0.85,40.9676803,15.4453626
generator,wind,,,0.85,37.945088,12.6606516
generator,wind,,,0.85,37.9491576,12.6625774
generator,wind,,,0.85,37.9402208,12.6550726
generator,wind,,,0.85,37.9520152,12.6645332
generator,wind,,,0.85,37.9387316,12.6550672
generator,wind,,,0.85,37.9478399,12.6619498
generator,wind,,,0.85,37.9468246,12.6605953
